row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,3,3.0
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,6 - 20,
