row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,Số đầu năm_2,Số đầu năm_3,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2,numeric__Số đầu năm_3
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng,,,,,,,,
612.000.000.000,612.000.000.000,612.000.000.000,,-,612.000.000.000,,-,,,,612000000000.0,,,
405.632.000.000,405.632.000.000,405.632.000.000,(143.994.107.744),(143.994.107.744),405.632.000.000,(164.501.120.887),(164.501.120.887),,-143994107744.0,-143994107744.0,405632000000.0,-164501120887.0,-164501120887.0,
203.209.000.000,203.209.000.000,203.209.000.000,,-,203.209.000.000,,-,,,,203209000000.0,,,
156.000.000.000,156.000.000.000,156.000.000.000,,-,156.000.000.000,,-,,,,156000000000.0,,,
137.869.870.000,137.869.870.000,137.869.870.000,,-,137.869.870.000,,-,,,,137869870000.0,,,
107.800.000.000,107.800.000.000,107.800.000.000,,-,107.800.000.000,,-,,,,107800000000.0,,,
156.886.200.000,156.886.200.000,156.886.200.000,,-,105.886.200.000,,-,,,,105886200000.0,,,
43.677.500.000,43.677.500.000,43.677.500.000,,-,43.677.500.000,,-,,,,43677500000.0,,,
7.600.000.000,7.600.000.000,7.600.000.000,,-,7.600.000.000,,-,,,,7600000000.0,,,
1.830.674.570.000,1.830.674.570.000,1.830.674.570.000,(143.994.107.744),(143.994.107.744),1.779.674.570.000,(164.501.120.887),(164.501.120.887),,-143994107744.0,-143994107744.0,1779674570000.0,-164501120887.0,-164501120887.0,
97.000.000.000,97.000.000.000,97.000.000.000,,-,97.000.000.000,,-,,,,97000000000.0,,,
-,-,-,,-,52.037.720.000,,-,,,,52037720000.0,,,
97.000.000.000,97.000.000.000,97.000.000.000,,-,149.037.720.000,,-,,,,149037720000.0,,,
45.937.767.300,45.937.767.300,45.937.767.300,,-,45.937.767.300,,-,,,,45937767300.0,,,
45.937.767.300,45.937.767.300,45.937.767.300,,-,45.937.767.300,,-,,,,45937767300.0,,,
