row_label_raw,row_label_full,Chi tiêu,Dịch vụ vận tải VND,Dịch vụ hàng hải dầu khí VND,Thường mại VND,Tổng VND,numeric__Dịch vụ vận tải VND,numeric__Dịch vụ hàng hải dầu khí VND,numeric__Thường mại VND,numeric__Tổng VND
Số cuối năm,Số cuối năm,Số cuối năm,,,,,,,,
Tài sản bộ phận,Số cuối năm > Tài sản bộ phận,Tài sản bộ phận,3.651.292.326.370,352.210.983.848,32.461.085.859,4.035.964.396.077,3651292326370.0,352210983848.0,32461085859.0,4035964396077.0
Tài sản không phân bổ,Số cuối năm > Tài sản không phân bổ,Tài sản không phân bổ,,,,2.957.940.362.363,,,,2957940362363.0
Tổng tài sản,Số cuối năm > Tổng tài sản,Tổng tài sản,,,,6.993.904.758.440,,,,6993904758440.0
Nợ phải trả bộ phận,Số cuối năm > Nợ phải trả bộ phận,Nợ phải trả bộ phận,2.028.888.297.418,248.925.577.019,2.789.982.688,2.280.603.857.125,2028888297418.0,248925577019.0,2789982688.0,2280603857125.0
Nợ phải trả không phân bổ,Số cuối năm > Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,1.094.434.444.328,,,,1094434444328.0
,,,,,,3.375.038.301.453,,,,3375038301453.0
