row_label_raw,row_label_full,Thuế suất thuế thu nhập doanh nghiệp sử dụngđế xác định giá trị tài sản thuế thu nhập hoãnlại,Số cuối nămVND > 20%,Số đầu nămVND > 20%,numeric__Số cuối nămVND > 20%,numeric__Số đầu nămVND > 20%
Tài sản thuế thu nhập hoãn lại liên quan đếnkhoản chênh lệch tạm thời được khấu trừ,Tài sản thuế thu nhập hoãn lại liên quan đếnkhoản chênh lệch tạm thời được khấu trừ,Tài sản thuế thu nhập hoãn lại liên quan đếnkhoản chênh lệch tạm thời được khấu trừ,22.042.936.302,25.668.361.758,22042936302.0,25668361758.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,22.042.936.302,25.668.361.758,22042936302.0,25668361758.0
