row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2022VND,Giá trị giao dịch > 2021VND,Phải thu/(Phải trả) tại ngày > 31/12/2022VND,Phải thu/(Phải trả) tại ngày > 1/1/2022VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2022VND,numeric__Giá trị giao dịch > 2021VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2022VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2022VND
Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,Các công ty mẹ cấp cao,,,,,
Công ty Cổ phần Tập đoàn Masan,Các công ty mẹ cấp cao > Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Bán hàng hóa,203.421.872,84.243.994,18.881.346,5.739.999,,203421872.0,84243994.0,18881346.0,5739999.0
Công ty Cổ phần Tập đoàn Masan,Các công ty mẹ cấp cao > Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Phí hỗ trợ quản lý,6.961.885.607,2.209.168.281,10.088.159.277,2.430.085.109,,6961885607.0,2209168281.0,10088159277.0,2430085109.0
Công ty Cổ phần CrownX,Các công ty mẹ cấp cao > Công ty Cổ phần CrownX,Công ty Cổ phần CrownX,Bán hàng hóa,622.914,-,-,-,,622914.0,,,
Công ty Cổ phần CrownX,Các công ty mẹ cấp cao > Công ty Cổ phần CrownX,Công ty Cổ phần CrownX,Phí hỗ trợ quản lý,6.184.540.884,-,(6.679.304.155),-,,6184540884.0,,-6679304155.0,
Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,,,,,
Công ty TNHH,Công ty mẹ > Công ty TNHH,Công ty TNHH,"Cho vay, bao gồm chuyển đổi số dư lãi phải thu thành nợ gốc khoản phải thu về cho vay",1.960.610.109.140,180.000.000.000,6.047.191.980.732,4.086.581.871.592,,1960610109140.0,180000000000.0,6047191980732.0,4086581871592.0
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Thu hồi khoản cho vay bằng tiền,-,18.170.000.000,-,-,,,18170000000.0,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Thu hồi khoản cho vay thông qua cán trừ với cổ tức phải trả,-,3.002.982.502.500,-,-,,,3002982502500.0,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Thu nhập lãi cho vay,269.620.424.393,345.963.757.888,-,2.170.989.684.747,,269620424393.0,345963757888.0,,2170989684747.0
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Cổ tức đã công bố,-,3.021.089.152.500,-,-,,,3021089152500.0,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Cổ tức đã trả bằng tiền,-,18.106.650.000,-,-,,,18106650000.0,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Thu từ chuyển nhượng một khoản đầu tư,315.033.720.000,-,-,-,,315033720000.0,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,
Công ty Cổ phần Thực phẩm Cholimex,Công ty liên kết > Công ty Cổ phần Thực phẩm Cholimex,Công ty Cổ phần Thực phẩm Cholimex,Cổ tức nhận được sau ngày mua,13.296.085.000,13.296.085.000,-,-,,13296085000.0,13296085000.0,,
