row_label_raw,row_label_full,col_0,1/1/2022Giá trị ghi sổ/Số có khả năngtrả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,Biến động trong năm > Đánh giá lạiVND,Biến động trong năm > Ngừng hợp nhất một công ty conVND,31/12/2022Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__1/1/2022Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__Biến động trong năm > Đánh giá lạiVND,numeric__Biến động trong năm > Ngừng hợp nhất một công ty conVND,numeric__31/12/2022Giá trị ghi sổ/Số có khả năngtrả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,7.030.093.844.618,19.444.275.719.311,(20.000.683.519.245),(649.575.408),(460.349.823.091),6.012.686.646.185,7030093844618.0,19444275719311.0,-20000683519245.0,-649575408.0,-460349823091.0,6012686646185.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,415.019.117.363,613.530.368.335,(396.084.810.883),-,(18.934.306.480),613.530.368.335,415019117363.0,613530368335.0,-396084810883.0,,-18934306480.0,613530368335.0
,,,7.445.112.961.981,20.057.806.087.646,(20.396.768.330.128),(649.575.408),(479.284.129.571),6.626.217.014.520,7445112961981.0,20057806087646.0,-20396768330128.0,-649575408.0,-479284129571.0,6626217014520.0
