row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2022VND > 128.423.184.305,Phát sinhVND > 3.981.014.207.777,NộpVND > (650.227.718.197),Khấu trừ/Hoàn lạiVND > (3.373.927.397.757),Ngừng hợp nhất một công ty conVND > (30.674.579.036),Phân loại lạiVND > (81.253.704),31/12/2022VND > 54.526.443.388,numeric__1/1/2022VND > 128.423.184.305,numeric__Phát sinhVND > 3.981.014.207.777,numeric__NộpVND > (650.227.718.197),numeric__Khấu trừ/Hoàn lạiVND > (3.373.927.397.757),numeric__Ngừng hợp nhất một công ty conVND > (30.674.579.036),numeric__Phân loại lạiVND > (81.253.704),numeric__31/12/2022VND > 54.526.443.388
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,36.817.473.994,(36.817.473.994),-,-,-,-,,36817473994.0,-36817473994.0,,,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,299.094.511.749,669.373.615.088,(789.711.507.804),4.116.252.414,(20.475.631.524),816.558.891,163.213.798.814,299094511749.0,669373615088.0,-789711507804.0,4116252414.0,-20475631524.0,816558891.0,163213798814.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,6.441.382.978,163.108.886.737,(158.736.796.485),(4.427.046.757),(310.663.413),-,6.075.763.060,6441382978.0,163108886737.0,-158736796485.0,-4427046757.0,-310663413.0,,6075763060.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,1.846.049.666,165.578.414.217,(165.564.446.073),-,-,-,1.860.017.810,1846049666.0,165578414217.0,-165564446073.0,,,,1860017810.0
,,,435.805.128.698,5.015.892.597.813,(1.801.057.942.553),(3.374.238.192.100),(51.460.873.973),735.305.187,225.676.023.072,435805128698.0,5015892597813.0,-1801057942553.0,-3374238192100.0,-51460873973.0,735305187.0,225676023072.0
