row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2022VND,Giá trị giao dịch > 2021VND,Phải thu/(Phải trả) tại ngày > 31/12/2022VND,Phải thu/(Phải trả) tại ngày > 1/1/2022VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2022VND,numeric__Giá trị giao dịch > 2021VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2022VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2022VND
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,,,
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Bán hàng hóa,34.276.977.663,-,5.428.719.336,-,,34276977663.0,,5428719336.0,
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Mua hàng hóa,439.020.868.191,-,(146.162.162.871),-,,439020868191.0,,-146162162871.0,
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Thu hồi khoản cho vay bằng tiền,291.000.000.000,-,-,-,,291000000000.0,,,
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Lãi cho vay,2.667.493.150,-,-,-,,2667493150.0,,,
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(Thuyết minh (5(a)),Phí hỗ trợ quản lý,1.509.308.583,-,43.814.136,-,,1509308583.0,,43814136.0,
Công ty TNHH Masan Master Brewer,Các bên liên quan khác > Công ty TNHH Masan Master Brewer,Công ty TNHH Masan Master Brewer,Bán hàng hóa,1.392.392,947.232,181.412,-,,1392392.0,947232.0,181412.0,
Công ty TNHH Một Thành viênMasan Brewery PY,Các bên liên quan khác > Công ty TNHH Một Thành viênMasan Brewery PY,Công ty TNHH Một Thành viênMasan Brewery PY,Bán hàng hóa,55.737.068,21.250.239,12.191.338,-,,55737068.0,21250239.0,12191338.0,
Công ty TNHH Một Thành viênMasan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Bán hàng hóa,13.187.030.020,293.746.266,3.337.160.542,-,,13187030020.0,293746266.0,3337160542.0,
Công ty TNHH Một Thành viênMasan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Mua hàng hóa,9.404.455.886,10.493.923.889,(633.006.000),-,,9404455886.0,10493923889.0,-633006000.0,
