row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,1/1/2022,1/1/2022_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__1/1/2022,numeric__1/1/2022_1
,,,Tài sản thuế thu nhập hoãn lại VND,Thuế thu nhập hoãn lại phải trả VND,Tài sản thuế thu nhập hoãn lại VND,Thuế thu nhập hoãn lại phải trả VND,,,,
"Chi phí quảng cáo, khuyến mãi và hỗ trợ bán hàng phải trả","Chi phí quảng cáo, khuyến mãi và hỗ trợ bán hàng phải trả","Chi phí quảng cáo, khuyến mãi và hỗ trợ bán hàng phải trả",152.534.227.134,-,180.862.498.139,-,152534227134.0,,180862498139.0,
Chi phí kho vận phải trả,Chi phí kho vận phải trả,Chi phí kho vận phải trả,17.253.390.773,-,44.210.972.873,-,17253390773.0,,44210972873.0,
Chiết khấu thương mại phải trả,Chiết khấu thương mại phải trả,Chiết khấu thương mại phải trả,9.889.377.519,-,8.179.375.186,-,9889377519.0,,8179375186.0,
Các khoản chi phí phải trả khác và dự phòng,Các khoản chi phí phải trả khác và dự phòng,Các khoản chi phí phải trả khác và dự phòng,28.440.734.928,-,45.188.166.530,(2.389.920.606),28440734928.0,,45188166530.0,-2389920606.0
Lợi nhuận chưa thực hiện,Lợi nhuận chưa thực hiện,Lợi nhuận chưa thực hiện,42.630.414.633,-,29.393.981.753,-,42630414633.0,,29393981753.0,
Bắt động sản đầu tư,Bắt động sản đầu tư,Bắt động sản đầu tư,-,-,-,(114.232.802),,,,-114232802.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,-,(7.883.669.190),-,(8.307.043.765),,-7883669190.0,,-8307043765.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,-,(158.994.560.716),-,(171.064.579.708),,-158994560716.0,,-171064579708.0
,,,250.748.144.987,(166.878.229.906),307.834.994.481,(181.875.776.881),250748144987.0,-166878229906.0,307834994481.0,-181875776881.0
