row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2022VND,Giá trị giao dịch > 2021VND,Phải thu/(Phải trả) tại ngày > 31/12/2022VND,Phải thu/(Phải trả) tại ngày > 1/1/2022VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2022VND,numeric__Giá trị giao dịch > 2021VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2022VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2022VND
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Bán hàng hóa,1.118.826.761.706,1.399.516.804.928,254.999.528.515,236.713.736.562,,1118826761706.0,1399516804928.0,254999528515.0,236713736562.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Mua hàng hóa và dịch vụ,217.592.394.769,272.867.386.250,(3.525.947.783),(833.797.971),,217592394769.0,272867386250.0,-3525947783.0,-833797971.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Mua tài sản cố định,-,1.218.665.532,-,-,,,1218665532.0,,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Phí hỗ trợ thuê văn phòng,23.400.773.330,17.550.000.000,3.342.739.292,-,,23400773330.0,17550000000.0,3342739292.0,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Chiết khấu thanh toán và các khoản hỗ trợ bán hàng phải trả khác,19.187.456.253,10.106.180.275,-,-,,19187456253.0,10106180275.0,,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Phải thu khác,-,-,17.000.000,124.280.000,,,,17000000.0,124280000.0
Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Bán hàng hóa,-,1.952.273,7.572.247,-,,,1952273.0,7572247.0,
Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Mua hàng hóa,7.644.407.463,6.858.914.000,(586.696.000),(142.500.000),,7644407463.0,6858914000.0,-586696000.0,-142500000.0
Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Phí hỗ trợ thuê văn phòng,811.032.816,450.000.000,74.344.675,-,,811032816.0,450000000.0,74344675.0,
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Bán hàng hóa và dịch vụ,17.966.668.052,1.468.423.379,4.996.732.505,858.806.716,,17966668052.0,1468423379.0,4996732505.0,858806716.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Mua hàng hóa,8.931.082.113,521.126.917,(871.192.978),-,,8931082113.0,521126917.0,-871192978.0,
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Phí hỗ trợ quản lý,1.889.883.833,-,2.041.074.540,-,,1889883833.0,,2041074540.0,
Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Bán hàng hóa,9.238.570,-,9.977.656,-,,9238570.0,,9977656.0,
Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Mua dịch vụ,4.669.694.202,-,(203.500.568),-,,4669694202.0,,-203500568.0,
Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Bán hàng hóa,126.046.020,-,13.376.167,-,,126046020.0,,13376167.0,
Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Mua dịch vụ,653.654.856,-,(117.585.596),-,,653654856.0,,-117585596.0,
