row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư vốn cổ phần VND,Vốn khác của chủ sở hữu VND,Cổ phiếu quỹ VND,Chênh lệch tỷ giá hối đoái VND,Quỹ đầu tư phát triển VND,Lợi nhuận sau thuế chưa phân phối VND,Lợi ích cổ đông không kiểm soát VND,Tổng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư vốn cổ phần VND,numeric__Vốn khác của chủ sở hữu VND,numeric__Cổ phiếu quỹ VND,numeric__Chênh lệch tỷ giá hối đoái VND,numeric__Quỹ đầu tư phát triển VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Lợi ích cổ đông không kiểm soát VND,numeric__Tổng VND
Số dư tại ngày1 tháng 1 năm 2021,Số dư tại ngày1 tháng 1 năm 2021,Số dư tại ngày1 tháng 1 năm 2021,7.267.938.180.000,3.710.767.704.992,(265.775.657.006),(1.640.252.631.255),13.495.754.932,22.731.972.844,4.583.857.861.595,590.221.573.510,14.282.984.759.612,7267938180000.0,3710767704992.0,-265775657006.0,-1640252631255.0,13495754932.0,22731972844.0,4583857861595.0,590221573510.0,14282984759612.0
Phát hành lại cổ phiếu quỹ,Phát hành lại cổ phiếu quỹ,Phát hành lại cổ phiếu quỹ,-,(150.213.464.134),-,645.586.304.134,-,-,-,-,495.372.840.000,,-150213464134.0,,645586304134.0,,,,,495372840000.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,-,5.442.134.889.474,84.042.109.041,5.526.176.998.515,,,,,,,5442134889474.0,84042109041.0,5526176998515.0
Cổ tức,Cổ tức,Cổ tức,-,-,-,-,-,-,(3.189.572.181.000),-,(3.189.572.181.000),,,,,,,-3189572181000.0,,-3189572181000.0
Cổ tức công bố bơi các công ty con,Cổ tức công bố bơi các công ty con,Cổ tức công bố bơi các công ty con,-,-,-,-,-,-,-,(94.756.729.000),(94.756.729.000),,,,,,,,-94756729000.0,-94756729000.0
Tăng lợi ích kinh tế trong các công ty con,Tăng lợi ích kinh tế trong các công ty con,Tăng lợi ích kinh tế trong các công ty con,-,-,-,-,-,-,(15.279.402.069),15.279.402.069,-,,,,,,,-15279402069.0,15279402069.0,
Phân bổ vào quỹ,Phân bổ vào quỹ,Phân bổ vào quỹ,-,-,-,-,-,-,(4.182.783.902),(3.822.216.102),(8.005.000.004),,,,,,,-4182783902.0,-3822216102.0,-8005000004.0
"khen thưởng, phúc lợi Chênh lệch quy đổi ngoại tệ","khen thưởng, phúc lợi Chênh lệch quy đổi ngoại tệ","khen thưởng, phúc lợi Chênh lệch quy đổi ngoại tệ",-,-,-,-,(6.506.736.337),-,-,(14.405),(6.506.750.742),,,,,-6506736337.0,,,-14405.0,-6506750742.0
Số dư tại ngày31 tháng 12 năm 2021,Số dư tại ngày31 tháng 12 năm 2021,Số dư tại ngày31 tháng 12 năm 2021,7.267.938.180.000,3.560.554.240.858,(265.775.657.006),(994.666.327.121),6.989.018.595,22.731.972.844,6.816.958.384.098,590.964.125.113,17.005.693.937.381,7267938180000.0,3560554240858.0,-265775657006.0,-994666327121.0,6989018595.0,22731972844.0,6816958384098.0,590964125113.0,17005693937381.0
