row_label_raw,row_label_full,col_0,31/12/2015Triệu đồng,31/12/2014Triệu đồng,numeric__31/12/2015Triệu đồng,numeric__31/12/2014Triệu đồng
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán đầu tư sẵn sàng để bán > Chứng khoán nợ,Chứng khoán nợ,22.978.623,25.378.835,22978623.0,25378835.0
Chứng khoán nợ Chính phủ,Chứng khoán đầu tư sẵn sàng để bán > Chứng khoán nợ Chính phủ,Chứng khoán nợ Chính phủ,18.666.461,21.404.439,18666461.0,21404439.0
- Tín phiếu Kho bạc Nhà nước,Chứng khoán đầu tư sẵn sàng để bán > - Tín phiếu Kho bạc Nhà nước,- Tín phiếu Kho bạc Nhà nước,-,8.053.201,,8053201.0
- Trái phiếu Chính phủ,Chứng khoán đầu tư sẵn sàng để bán > - Trái phiếu Chính phủ,- Trái phiếu Chính phủ,18.666.461,13.351.238,18666461.0,13351238.0
Chứng khoán nợ do các TCTD khác phát hành,Chứng khoán đầu tư sẵn sàng để bán > Chứng khoán nợ do các TCTD khác phát hành,Chứng khoán nợ do các TCTD khác phát hành,1.278.830,797.857,1278830.0,797857.0
Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán đầu tư sẵn sàng để bán > Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,3.033.332,3.176.539,3033332.0,3176539.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,-,-,,
,,,22.978.623,25.378.835,22978623.0,25378835.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
- Dự phòng giảm giá chứng khoán,- Dự phòng giảm giá chứng khoán,- Dự phòng giảm giá chứng khoán,,-,,
- Dự phòng cụ thể rủi ro chứng khoán,- Dự phòng giảm giá chứng khoán > - Dự phòng cụ thể rủi ro chứng khoán,- Dự phòng cụ thể rủi ro chứng khoán,(99.996),(99.996),-99996.0,-99996.0
- Dự phòng chung rủi ro chứng khoán,- Dự phòng giảm giá chứng khoán > - Dự phòng chung rủi ro chứng khoán,- Dự phòng chung rủi ro chứng khoán,(30.271),(23.958),-30271.0,-23958.0
,,,(130.267),(123.954),-130267.0,-123954.0
,,,22.848.356,25.254.881,22848356.0,25254881.0
