row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2015Triệu đồng,Năm 2014Triệu đồng,numeric__Thuyết minh,numeric__Năm 2015Triệu đồng,numeric__Năm 2014Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,19,4.967.883,4.821.295,19.0,4967883.0,4821295.0
Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,20,(2.466.537),(2.608.009),20.0,-2466537.0,-2608009.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,2.501.346,2.213.286,,2501346.0,2213286.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,266.187,227.075,,266187.0,227075.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(108.160),(75.556),,-108160.0,-75556.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,21,158.027,151.519,21.0,158027.0,151519.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,,(10.503),(23.982),,-10503.0,-23982.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,22,89.392,74.027,22.0,89392.0,74027.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",,42.166,802.878,,42166.0,802878.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,366.693,108.872,,366693.0,108872.0
Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,,(109.682),(25.215),,-109682.0,-25215.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,23,257.011,83.657,23.0,257011.0,83657.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,3.037.439,3.301.385,,3037439.0,3301385.0
Chi phí tiền lương,Chi phí tiền lương,Chi phí tiền lương,,(855.623),(830.531),,-855623.0,-830531.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,11,(86.118),(86.674),11.0,-86118.0,-86674.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(756.897),(682.079),,-756897.0,-682079.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,24,(1.698.638),(1.599.284),24.0,-1698638.0,-1599284.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,1.338.801,1.702.101,,1338801.0,1702101.0
Chi phí dự phòng cho vay khách hàng,Chi phí dự phòng cho vay khách hàng,Chi phí dự phòng cho vay khách hàng,,(716.360),(1.085.144),,-716360.0,-1085144.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,622.441,616.957,,622441.0,616957.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,17.1,(131.389),(135.422),171.0,-131389.0,-135422.0
Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,,(131.389),(135.422),,-131389.0,-135422.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,491.052,481.535,,491052.0,481535.0
Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Lãi trên mỗi cổ phiếu (VND/cổ phiếu),18.3,1.094,1.133,183.0,1094.0,1133.0
