row_label_raw,row_label_full,col_0,31/12/2015Triệu đồng,31/12/2014Triệu đồng,numeric__31/12/2015Triệu đồng,numeric__31/12/2014Triệu đồng
"Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn",10.743.459,10.175.618,10743459.0,10175618.0
- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,8.714.265,8.918.512,8714265.0,8918512.0
- Tiền gửi tiết kiệm không kỳ hạn bằng VND,- Tiền gửi tiết kiệm không kỳ hạn bằng VND,- Tiền gửi tiết kiệm không kỳ hạn bằng VND,257.470,310.173,257470.0,310173.0
- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,1.722.329,941.458,1722329.0,941458.0
- Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,- Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,- Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,49.395,5.475,49395.0,5475.0
"Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn",42.705.134,39.178.124,42705134.0,39178124.0
- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,14.933.449,12.690.343,14933449.0,12690343.0
- Tiền gửi tiết kiệm có kỳ hạn bằng VND,- Tiền gửi tiết kiệm có kỳ hạn bằng VND,- Tiền gửi tiết kiệm có kỳ hạn bằng VND,23.976.291,22.029.700,23976291.0,22029700.0
- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,93.805,1.609.682,93805.0,1609682.0
- Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,- Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,- Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,3.701.589,2.848.399,3701589.0,2848399.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,90.850,-,90850.0,
- Tiền gửi vốn chuyên dùng bằng VND,- Tiền gửi vốn chuyên dùng bằng VND,- Tiền gửi vốn chuyên dùng bằng VND,62.974,-,62974.0,
- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,27.876,-,27876.0,
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,104.428,132.777,104428.0,132777.0
- Tiền gửi ký quỹ bằng VND,- Tiền gửi ký quỹ bằng VND,- Tiền gửi ký quỹ bằng VND,76.505,60.826,76505.0,60826.0
- Tiền gửi ký quỹ bằng ngoại tệ,- Tiền gửi ký quỹ bằng ngoại tệ,- Tiền gửi ký quỹ bằng ngoại tệ,27.923,71.951,27923.0,71951.0
,,,53.643.871,49.486.519,53643871.0,49486519.0
