row_label_raw,row_label_full,col_0,31/12/2015Triệu đồng,31/12/2014Triệu đồng,numeric__31/12/2015Triệu đồng,numeric__31/12/2014Triệu đồng
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,75.267,77.748,75267.0,77748.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,1.148.978,2.949.765,1148978.0,2949765.0
Phải thu từ Ngân sách Nhà nước,Phải thu từ Ngân sách Nhà nước,Phải thu từ Ngân sách Nhà nước,25.560,25.186,25560.0,25186.0
Phải thu từ mua bán nợ,Phải thu từ mua bán nợ,Phải thu từ mua bán nợ,40.000,2.070.350,40000.0,2070350.0
Các khoản phải thu khác từ công ty con,Các khoản phải thu khác từ công ty con,Các khoản phải thu khác từ công ty con,584.096,599.546,584096.0,599546.0
Các khoản phải thu khác từ bên ngoài,Các khoản phải thu khác từ bên ngoài,Các khoản phải thu khác từ bên ngoài,499.322,254.683,499322.0,254683.0
Phải thu bán trái phiếu,Phải thu bán trái phiếu,Phải thu bán trái phiếu,287.168,-,287168.0,
Phải thu khác bên ngoài,Phải thu khác bên ngoài,Phải thu khác bên ngoài,212.154,254.683,212154.0,254683.0
Chỉ phí xây dựng cơ bản dở dang,Chỉ phí xây dựng cơ bản dở dang,Chỉ phí xây dựng cơ bản dở dang,1.127,1.127,1127.0,1127.0
,,,1.225.372,3.028.640,1225372.0,3028640.0
