row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thểTriệu đồng,TổngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thểTriệu đồng,numeric__TổngTriệu đồng
Số dư tại ngày 01 tháng 01 năm2014,Số dư tại ngày 01 tháng 01 năm2014,Số dư tại ngày 01 tháng 01 năm2014,-,12.000,12.000,,12000.0,12000.0
Số dư phòng trích lập trong năm,Số dư phòng trích lập trong năm,Số dư phòng trích lập trong năm,24.115,94.996,119.111,24115.0,94996.0,119111.0
Số dư phòng hoàn nhập trong năm,Số dư phòng hoàn nhập trong năm,Số dư phòng hoàn nhập trong năm,(157),-,(157),-157.0,,-157.0
Phân loại lại sang dự phòng rủi ro tín dụng,Phân loại lại sang dự phòng rủi ro tín dụng,Phân loại lại sang dự phòng rủi ro tín dụng,-,(7.000),(7.000),,-7000.0,-7000.0
Số dư tại ngày 31 tháng 12 năm2014,Số dư tại ngày 31 tháng 12 năm2014,Số dư tại ngày 31 tháng 12 năm2014,23.958,99.996,123.954,23958.0,99996.0,123954.0
