row_label_raw,row_label_full,Tên khách hàng,Quan hệ với VIB,Nội dung giao dịch,Số tiền,numeric__Quan hệ với VIB,numeric__Nội dung giao dịch,numeric__Số tiền
VIBAMC,VIBAMC,VIBAMC,Công ty con,Chi phí trả lãi tiền gửi,(25.082),,,-25082.0
VIBAMC,VIBAMC,VIBAMC,Công ty con,Chi phí thuê văn phòng,(34.017),,,-34017.0
