row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2015Triệu đồng,Năm 2014Triệu đồng,numeric__Thuyết minh,numeric__Năm 2015Triệu đồng,numeric__Năm 2014Triệu đồng
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,4.993.145,4.652.071,,4993145.0,4652071.0
Chi phí lãi và các khoản chi phí tương tự đã trả,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Chi phí lãi và các khoản chi phí tương tự đã trả,Chi phí lãi và các khoản chi phí tương tự đã trả,,(2.562.167),(2.545.451),,-2562167.0,-2545451.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,158.027,151.519,,158027.0,151519.0
"Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ","Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ",,78.889,177.471,,78889.0,177471.0
Thu nhập khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập khác,Thu nhập khác,,149.300,5.972,,149300.0,5972.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,107.711,77.685,,107711.0,77685.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(1.612.520),(1.438.007),,-1612520.0,-1438007.0
Tiền thuế thu nhập doanh nghiệp nộp trong năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tiền thuế thu nhập doanh nghiệp nộp trong năm,Tiền thuế thu nhập doanh nghiệp nộp trong năm,17,(143.200),(26.838),17.0,-143200.0,-26838.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,1.169.185,1.054.422,,1169185.0,1054422.0
