row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2015Triệu đồng,Năm 2014Triệu đồng,numeric__Thuyết minh,numeric__Năm 2015Triệu đồng,numeric__Năm 2014Triệu đồng
"Những thay đổi về tài sản hoạt động(Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Những thay đổi về tài sản hoạt động(Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác","Những thay đổi về tài sản hoạt động(Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác",,4.290.450,(2.910.700),,4290450.0,-2910700.0
(Tăng)/Giảm các khoản về kinh doanh chứng khoán,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > (Tăng)/Giảm các khoản về kinh doanh chứng khoán,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,,990.825,(6.664.423),,990825.0,-6664423.0
(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(66.706),16.127,,-66706.0,16127.0
(Tăng)/Giảm các khoản cho vay khách hàng,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > (Tăng)/Giảm các khoản cho vay khách hàng,(Tăng)/Giảm các khoản cho vay khách hàng,,(9.598.245),(1.984.794),,-9598245.0,-1984794.0
"Giảm nguồn dự phòng để bù đắp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Giảm nguồn dự phòng để bù đắp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để bù đắp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(392.463),(772.051),,-392463.0,-772051.0
(Tăng)/Giảm khác về tài sản hoạt động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > (Tăng)/Giảm khác về tài sản hoạt động,(Tăng)/Giảm khác về tài sản hoạt động,,1.869.253,2.029.067,,1869253.0,2029067.0
Những thay đổi về công nợ hoạt độngCác khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Những thay đổi về công nợ hoạt độngCác khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Những thay đổi về công nợ hoạt độngCác khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,,8.472.331,(998.045),,8472331.0,-998045.0
"Tăng/(Giảm) các khoản tiền gửi, vay các TCTD khác","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tăng/(Giảm) các khoản tiền gửi, vay các TCTD khác","Tăng/(Giảm) các khoản tiền gửi, vay các TCTD khác",,(7.061.463),724.815,,-7061463.0,724815.0
Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,4.157.353,5.784.547,,4157353.0,5784547.0
Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,(25),(283),,-25.0,-283.0
"Tăng/(Giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tăng/(Giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng/(Giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",,19.138,(402.157),,19138.0,-402157.0
Tăng/(Giảm) của công nợ khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tăng/(Giảm) của công nợ khác,Tăng/(Giảm) của công nợ khác,,(409.388),289.767,,-409388.0,289767.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,3.440.245,(3.833.708),,3440245.0,-3833708.0
