row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay khách hàng và tiền gửi tại các TCTD khác,"Tổng tiền gửi của khách hàng và tiền gửi, tiền vay của các TCTD khác",Các cam kết tín dụng,Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC),numeric__Tổng dư nợ cho vay khách hàng và tiền gửi tại các TCTD khác,"numeric__Tổng tiền gửi của khách hàng và tiền gửi, tiền vay của các TCTD khác",numeric__Các cam kết tín dụng,numeric__Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC)
Trong nước,Trong nước,Trong nước,48.260.960,64.046.539,3.708.833,26.736.322,48260960.0,64046539.0,3708833.0,26736322.0
Nước ngoài,Nước ngoài,Nước ngoài,277.845,2.296.998,-,-,277845.0,2296998.0,,
