row_label_raw,row_label_full,col_0,31/12/2015Triệu đồng,31/12/2014Triệu đồng,numeric__31/12/2015Triệu đồng,numeric__31/12/2014Triệu đồng
"Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",492.056,587.686,492056.0,587686.0
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,186.968,259.276,186968.0,259276.0
Các khoản phải trả cán bộ nhân viên,Các khoản phải trả cán bộ nhân viên,Các khoản phải trả cán bộ nhân viên,119.894,196.840,119894.0,196840.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",19.587,10.018,19587.0,10018.0
Phải trả nội bộ khác,Phải trả nội bộ khác,Phải trả nội bộ khác,47.487,52.418,47487.0,52418.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,278.153,535.371,278153.0,535371.0
Thuế và các khoản phải nộp nhà nước,Thuế và các khoản phải nộp nhà nước,Thuế và các khoản phải nộp nhà nước,73.262,84.117,73262.0,84117.0
Tiền giữ hộ khách hàng chờ thanh toán,Tiền giữ hộ khách hàng chờ thanh toán,Tiền giữ hộ khách hàng chờ thanh toán,4.712,1.601,4712.0,1601.0
Các khoản phải trả chờ thanh toán,Các khoản phải trả chờ thanh toán,Các khoản phải trả chờ thanh toán,83.113,98.433,83113.0,98433.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,80.288,338.030,80288.0,338030.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,36.778,13.190,36778.0,13190.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,179.009,157.022,179009.0,157022.0
,,,1.136.186,1.539.355,1136186.0,1539355.0
