row_label_raw,row_label_full,col_0,Vay dài hạn ngân hàng,Trái phiếu thường,Cộng,numeric__Vay dài hạn ngân hàng,numeric__Trái phiếu thường,numeric__Cộng
Số đầu năm,Số đầu năm,Số đầu năm,2.322.407.726.758,1.033.381.589.416,3.355.789.316.174,2322407726758.0,1033381589416.0,3355789316174.0
Kết chuyển sang vay dài hạn đến hạn trả,Kết chuyển sang vay dài hạn đến hạn trả,Kết chuyển sang vay dài hạn đến hạn trả,(82.252.601.028),-,(82.252.601.028),-82252601028.0,,-82252601028.0
Chênh lệch tỷ giá do đánh giá lại số dư cuối năm,Chênh lệch tỷ giá do đánh giá lại số dư cuối năm,Chênh lệch tỷ giá do đánh giá lại số dư cuối năm,(3.998.980.157),-,(3.998.980.157),-3998980157.0,,-3998980157.0
Phân bổ phí phát hành trái phiếu,Phân bổ phí phát hành trái phiếu,Phân bổ phí phát hành trái phiếu,-,6.618.410.584,6.618.410.584,,6618410584.0,6618410584.0
Số cuối năm,Số cuối năm,Số cuối năm,2.236.156.145.573,1.040.000.000.000,3.276.156.145.573,2236156145573.0,1040000000000.0,3276156145573.0
