row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Các bên liên quan,Các bên liên quan,Các bên liên quan,44.986.371.223,(37.903.292.747),30.405.634.369,(30.073.534.150),44986371223.0,-37903292747.0,30405634369.0,-30073534150.0
Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,-,-,28.955.596.828,(28.955.596.828),,,28955596828.0,-28955596828.0
Công ty Cổ phần Điện Việt Lào,Công ty Cổ phần Điện Việt Lào,Công ty Cổ phần Điện Việt Lào,37.665.053.523,(32.431.287.343),-,-,37665053523.0,-32431287343.0,,
Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,3.761.504.064,(2.604.727.115),1.450.037.541,(1.117.937.322),3761504064.0,-2604727115.0,1450037541.0,-1117937322.0
Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,309.316.298,(238.256.272),-,-,309316298.0,-238256272.0,,
Công ty Cổ phần Phòng cháy chữa cháy,Công ty Cổ phần Phòng cháy chữa cháy,Công ty Cổ phần Phòng cháy chữa cháy,2.256.710.665,(2.256.710.665),-,-,2256710665.0,-2256710665.0,,
Công ty Cổ phần Sông Đà 12,Công ty Cổ phần Sông Đà 12,Công ty Cổ phần Sông Đà 12,993.786.673,(372.311.352),-,-,993786673.0,-372311352.0,,
Các tổ chức và cá nhân khác,Các tổ chức và cá nhân khác,Các tổ chức và cá nhân khác,108.659.269.179,(93.501.075.755),87.640.642.210,(77.698.624.275),108659269179.0,-93501075755.0,87640642210.0,-77698624275.0
Tổng công ty Cổ phần Sông Hồng,Tổng công ty Cổ phần Sông Hồng,Tổng công ty Cổ phần Sông Hồng,19.763.178.000,(19.763.178.000),19.763.178.000,(19.763.178.000),19763178000.0,-19763178000.0,19763178000.0,-19763178000.0
Công ty Cổ phần Sông Đà 1,Công ty Cổ phần Sông Đà 1,Công ty Cổ phần Sông Đà 1,18.894.343.754,(18.894.343.754),18.894.343.754,(18.894.343.754),18894343754.0,-18894343754.0,18894343754.0,-18894343754.0
Hiệp hội Đầu tư xây dựng Năng Lượng Việt Nam,Hiệp hội Đầu tư xây dựng Năng Lượng Việt Nam,Hiệp hội Đầu tư xây dựng Năng Lượng Việt Nam,3.122.520.000,(3.122.520.000),3.122.520.000,(3.122.520.000),3122520000.0,-3122520000.0,3122520000.0,-3122520000.0
Tổng Công ty Xây dựng và phát triển Hạ tầng,Tổng Công ty Xây dựng và phát triển Hạ tầng,Tổng Công ty Xây dựng và phát triển Hạ tầng,19.762.038.771,(15.860.533.101),17.588.361.323,(12.821.191.268),19762038771.0,-15860533101.0,17588361323.0,-12821191268.0
Công ty Cổ phần Thủy điện Sử Pán 2,Công ty Cổ phần Thủy điện Sử Pán 2,Công ty Cổ phần Thủy điện Sử Pán 2,25.169.066.680,(20.390.657.591),20.887.814.056,(16.568.251.895),25169066680.0,-20390657591.0,20887814056.0,-16568251895.0
Công ty Cổ phần Bạch Đăng 10,Công ty Cổ phần Bạch Đăng 10,Công ty Cổ phần Bạch Đăng 10,9.225.966.125,(3.859.338.204),-,-,9225966125.0,-3859338204.0,,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,12.722.155.849,(11.610.505.105),7.384.425.077,(6.529.139.358),12722155849.0,-11610505105.0,7384425077.0,-6529139358.0
Cộng,Cộng,Cộng,153.645.640.402,(131.404.368.502),118.046.276.579,(107.772.158.425),153645640402.0,-131404368502.0,118046276579.0,-107772158425.0
