row_label_raw,row_label_full,col_0,Quỹ khen thưởng,Quỹ phúc lợi,Cộng,numeric__Quỹ khen thưởng,numeric__Quỹ phúc lợi,numeric__Cộng
Số đầu năm,Số đầu năm,Số đầu năm,1.401.897.441,2.167.037.419,3.568.934.860,1401897441.0,2167037419.0,3568934860.0
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,5.348.999.727,1.328.075.000,6.677.074.727,5348999727.0,1328075000.0,6677074727.0
Chi quỹ trong năm,Chi quỹ trong năm,Chi quỹ trong năm,(6.240.055.555),(2.352.290.555),(8.592.346.110),-6240055555.0,-2352290555.0,-8592346110.0
Số cuối năm,Số cuối năm,Số cuối năm,510.841.613,1.142.821.864,1.653.663.477,510841613.0,1142821864.0,1653663477.0
