row_label_raw,row_label_full,col_0,Vay ngắn hạn bên liên quan,Vay ngắn hạn ngân hàng,Vay ngắn hạn các cá nhân,Vay dài hạn đến hạn trả,Cộng,numeric__Vay ngắn hạn bên liên quan,numeric__Vay ngắn hạn ngân hàng,numeric__Vay ngắn hạn các cá nhân,numeric__Vay dài hạn đến hạn trả,numeric__Cộng
Số đầu năm,Số đầu năm,Số đầu năm,-,331.898.129.741,252.888.819,1.289.416.786.014,1.621.567.804.574,,331898129741.0,252888819.0,1289416786014.0,1621567804574.0
Số tiền vay phát sinh trong năm,Số tiền vay phát sinh trong năm,Số tiền vay phát sinh trong năm,30.000.000.000,184.035.267.760,-,-,214.035.267.760,30000000000.0,184035267760.0,,,214035267760.0
Kết chuyển từ vay và nợ dài hạn,Kết chuyển từ vay và nợ dài hạn,Kết chuyển từ vay và nợ dài hạn,-,-,-,82.252.601.028,82.252.601.028,,,,82252601028.0,82252601028.0
Số tiền vay đã trả trong năm,Số tiền vay đã trả trong năm,Số tiền vay đã trả trong năm,-,(450.877.754.501),-,-,(450.877.754.501),,-450877754501.0,,,-450877754501.0
Chênh lệch tỷ giá do đánh giá lại số dư cuối năm,Chênh lệch tỷ giá do đánh giá lại số dư cuối năm,Chênh lệch tỷ giá do đánh giá lại số dư cuối năm,-,-,-,113.491.382.378,113.491.382.378,,,,113491382378.0,113491382378.0
Cộng,Cộng,Cộng,30.000.000.000,65.055.643.000,252.888.819,1.485.160.769.420,1.580.469.301.239,30000000000.0,65055643000.0,252888819.0,1485160769420.0,1580469301239.0
