row_label_raw,row_label_full,Số cuối năm,Tổng nợ > Số cuối năm,Từ 1 năm trở xuống > Số cuối năm,Trên 1 năm đến 5 năm > Số cuối năm,Trên 5 năm > Số cuối năm,numeric__Tổng nợ > Số cuối năm,numeric__Từ 1 năm trở xuống > Số cuối năm,numeric__Trên 1 năm đến 5 năm > Số cuối năm,numeric__Trên 5 năm > Số cuối năm
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,3.051.841.464.189,815.685.318.616,417.781.918.194,1.818.374.227.379,3051841464189.0,815685318616.0,417781918194.0,1818374227379.0
Vay dài hạn các tổ chức khác,Vay dài hạn các tổ chức khác,Vay dài hạn các tổ chức khác,669.475.450.804,669.475.450.804,-,-,669475450804.0,669475450804.0,,
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,1.040.000.000.000,-,1.040.000.000.000,-,1040000000000.0,,1040000000000.0,
Cộng,Cộng,Cộng,4.761.316.914.993,1.485.160.769.420,1.457.781.918.194,1.818.374.227.379,4761316914993.0,1485160769420.0,1457781918194.0,1818374227379.0
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,
Vay dài hạn ngân hàng,Số đầu năm > Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,2.999.619.415.345,677.211.688.587,380.773.419.930,1.941.634.306.828,2999619415345.0,677211688587.0,380773419930.0,1941634306828.0
Vay dài hạn các tổ chức khác,Số đầu năm > Vay dài hạn các tổ chức khác,Vay dài hạn các tổ chức khác,612.205.097.427,612.205.097.427,-,-,612205097427.0,612205097427.0,,
Trái phiếu thường,Số đầu năm > Trái phiếu thường,Trái phiếu thường,1.033.381.589.416,-,1.033.381.589.416,-,1033381589416.0,,1033381589416.0,
Cộng,Số đầu năm > Cộng,Cộng,4.645.206.102.188,1.289.416.786.014,1.414.155.009.346,1.941.634.306.828,4645206102188.0,1289416786014.0,1414155009346.0,1941634306828.0
