row_label_raw,row_label_full,col_0,USD,EUR,Quy đổi VND,numeric__USD,numeric__EUR,numeric__Quy đổi VND
Thời hạn dưới 1 năm,Thời hạn dưới 1 năm,Thời hạn dưới 1 năm,"1.462.756,75","34.816.040,12",1.045.292.478.478,1462756.75,34816040.12,1045292478478.0
Vay Ngân hàng NIB,Vay Ngân hàng NIB,Vay Ngân hàng NIB,-,"11.769.620,25",341.895.698.642,,11769620.25,341895698642.0
Vay Ngân hàng Phát triển Châu A (ADB),Vay Ngân hàng Phát triển Châu A (ADB),Vay Ngân hàng Phát triển Châu A (ADB),"1.462.756,75",-,33.921.329.032,1462756.75,,33921329032.0
Vay Bộ Tài chính,Vay Bộ Tài chính,Vay Bộ Tài chính,-,"23.046.419,87",669.475.450.804,,23046419.87,669475450804.0
Thời hạn trên 1 năm,Thời hạn trên 1 năm,Thời hạn trên 1 năm,"25.350.971,41",-,587.889.026.998,25350971.41,,587889026998.0
Vay Ngân hàng ADB,Vay Ngân hàng ADB,Vay Ngân hàng ADB,"25.350.971,41",-,587.889.026.998,25350971.41,,587889026998.0
Cộng,Cộng,Cộng,"26.813.728,16","34.816.040,12",1.633.181.505.476,26813728.16,34816040.12,1633181505476.0
