row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,495.537.446.335,933.153.538.533,,1.0,,495537446335.0,933153538533.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,989.166.098,-,,2.0,,989166098.0,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,494.548.280.237,933.153.538.533,,10.0,,494548280237.0,933153538533.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,460.135.137.500,878.661.003.891,,11.0,,460135137500.0,878661003891.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,34.413.142.737,54.492.534.642,,20.0,,34413142737.0,54492534642.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,399.406.109.560,529.125.230.312,,21.0,,399406109560.0,529125230312.0
7.,7.,7.,Chi phí tài chính,22,VI.4,283.110.879.879,329.335.456.277,,22.0,,283110879879.0,329335456277.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,228.827.692.753,301.452.603.868,,23.0,,228827692753.0,301452603868.0
9.,9.,9.,Chi phí bán hàng,25,,-,-,,25.0,,,
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.5,76.503.669.175,123.324.639.226,,26.0,,76503669175.0,123324639226.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,74.204.703.243,130.957.669.451,,30.0,,74204703243.0,130957669451.0
12.,12.,12.,Thu nhập khác,31,VI.6,7.150.695.225,4.023.367.582,,31.0,,7150695225.0,4023367582.0
13.,13.,13.,Chi phí khác,32,VI.7,49.686.390.825,94.825.354.500,,32.0,,49686390825.0,94825354500.0
14.,14.,14.,Lợi nhuận khác,40,,(42.535.695.600),(90.801.986.918),,40.0,,-42535695600.0,-90801986918.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,31.669.007.643,40.155.682.533,,50.0,,31669007643.0,40155682533.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,,-,-,,51.0,,,
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,,52.0,,,
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,31.669.007.643,40.155.682.533,,60.0,,31669007643.0,40155682533.0
