row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,8.414.399.864.905,8.154.199.736.799,,200.0,,8414399864905.0,8154199736799.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,1.000.846.489.670,1.118.127.847.724,,210.0,,1000846489670.0,1118127847724.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,V.3b,257.436.340.639,346.373.250.790,,211.0,,257436340639.0,346373250790.0
2.,2.,2.,Trả trước cho người bán dài hạn,212,,-,-,,212.0,,,
3.,3.,3.,Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,,213.0,,,
4.,4.,4.,Phải thu nội bộ dài hạn,214,,-,-,,214.0,,,
5.,5.,5.,Phải thu về cho vay dài hạn,215,V.5b,743.410.149.031,771.754.596.934,,215.0,,743410149031.0,771754596934.0
6.,6.,6.,Phải thu dài hạn khác,216,,-,-,,216.0,,,
7.,7.,7.,Dự phòng phải thu dài hạn khó đòi,219,,-,-,,219.0,,,
II.,II.,II.,Tài sản cố định,220,,850.337.854.742,886.808.545.318,,220.0,,850337854742.0,886808545318.0
1.,1.,1.,Tài sản cố định hữu hình,221,V.10,850.284.021.423,886.714.058.376,,221.0,,850284021423.0,886714058376.0
,,,Nguyên giá,222,,1.100.810.027.115,1.102.150.521.815,,222.0,,1100810027115.0,1102150521815.0
,,,Giá trị hao mòn lũy kế,223,,(250.526.005.692),(215.436.463.439),,223.0,,-250526005692.0,-215436463439.0
2.,2.,2.,Tài sản cố định thuê tài chính,224,,-,-,,224.0,,,
,,,Nguyên giá,225,,-,-,,225.0,,,
,,,Giá trị hao mòn lũy kế,226,,-,-,,226.0,,,
3.,3.,3.,Tài sản cố định vô hình,227,V.11,53.833.319,94.486.942,,227.0,,53833319.0,94486942.0
,,,Nguyên giá,228,,1.714.684.123,1.714.684.123,,228.0,,1714684123.0,1714684123.0
,,,Giá trị hao mòn lũy kế,229,,(1.660.850.804),(1.620.197.181),,229.0,,-1660850804.0,-1620197181.0
III.,III.,III.,Bất động sản đầu tư,230,,-,-,,230.0,,,
,,,Nguyên giá,231,,-,-,,231.0,,,
,,,Giá trị hao mòn lũy kế,232,,-,-,,232.0,,,
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,48.849.426.755,52.571.505.543,,240.0,,48849426755.0,52571505543.0
1.,1.,1.,"Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,,241.0,,,
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,V.12,48.849.426.755,52.571.505.543,,242.0,,48849426755.0,52571505543.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,6.454.712.458.099,6.037.951.241.769,,250.0,,6454712458099.0,6037951241769.0
1.,1.,1.,Đầu tư vào công ty con,251,V.2c,3.915.664.290.939,3.509.267.425.514,,251.0,,3915664290939.0,3509267425514.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,V.2c,2.544.735.423.010,2.508.892.247.810,,252.0,,2544735423010.0,2508892247810.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,V.2c,208.311.087.205,208.311.087.205,,253.0,,208311087205.0,208311087205.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,V.2c,(213.998.343.055),(188.519.518.760),,254.0,,-213998343055.0,-188519518760.0
5.,5.,5.,Đầu tư nắm giữ đến ngày đáo hạn,255,,-,-,,255.0,,,
VI.,VI.,VI.,Tài sản dài hạn khác,260,,59.653.635.639,58.740.596.445,,260.0,,59653635639.0,58740596445.0
1.,1.,1.,Chi phí trả trước dài hạn,261,V.9b,59.653.635.639,58.740.596.445,,261.0,,59653635639.0,58740596445.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,V.13,-,-,,262.0,,,
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,-,-,,263.0,,,
4.,4.,4.,Tài sản dài hạn khác,268,,-,-,,268.0,,,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,15.237.124.109.513,15.132.657.811.334,,270.0,,15237124109513.0,15132657811334.0
