row_label_raw,row_label_full,col_0,Năm 2025Triệu đồng,Năm 2024Triệu đồng,numeric__Năm 2025Triệu đồng,numeric__Năm 2024Triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,10.875.443,9.559.809,10875443.0,9559809.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,3.576.825,3.583.521,3576825.0,3583521.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,5.712.589,5.574.886,5712589.0,5574886.0
Thu từ thanh lý tài sản cố định,Thu từ thanh lý tài sản cố định,Thu từ thanh lý tài sản cố định,9.349,1.715,9349.0,1715.0
Thu từ thanh lý tài sản khác,Thu từ thanh lý tài sản khác,Thu từ thanh lý tài sản khác,132.161,34.283,132161.0,34283.0
Thu từ hoạt động bán nợ,Thu từ hoạt động bán nợ,Thu từ hoạt động bán nợ,130.634,188.732,130634.0,188732.0
Thu từ phạt vi phạm hợp đồng,Thu từ phạt vi phạm hợp đồng,Thu từ phạt vi phạm hợp đồng,1.359,12.317,1359.0,12317.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,1.312.526,164.355,1312526.0,164355.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,(4.169.283),(4.182.147),-4169283.0,-4182147.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(3.794.374),(3.835.275),-3794374.0,-3835275.0
Chi về thanh lý tài sản cố định,Chi về thanh lý tài sản cố định,Chi về thanh lý tài sản cố định,(2.201),(259),-2201.0,-259.0
Chi về thanh lý tài sản khác,Chi về thanh lý tài sản khác,Chi về thanh lý tài sản khác,(115.390),(27.576),-115390.0,-27576.0
Chi khác,Chi khác,Chi khác,(257.318),(319.037),-257318.0,-319037.0
,,,6.706.160,5.377.662,6706160.0,5377662.0
