row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025VND,Ngày 31 tháng 12năm 2024VND,numeric__Ngày 31 tháng 12năm 2025VND,numeric__Ngày 31 tháng 12năm 2024VND
AUD,AUD,AUD,17.627,15.872,17627.0,15872.0
CAD,CAD,CAD,19.224,17.766,19224.0,17766.0
CHF,CHF,CHF,33.149,28.250,33149.0,28250.0
CNY,CNY,CNY,3.761,3.493,3761.0,3493.0
DKK,DKK,DKK,3.160,3.160,3160.0,3160.0
EUR,EUR,EUR,30.982,26.566,30982.0,26566.0
GBP,GBP,GBP,35.413,32.039,35413.0,32039.0
JPY,JPY,JPY,169,164,169.0,164.0
NZD,NZD,NZD,15.211,14.374,15211.0,14374.0
SEK,SEK,SEK,3.078,3.078,3078.0,3078.0
SGD,SGD,SGD,20.501,18.783,20501.0,18783.0
THB,THB,THB,640,640,640.0,640.0
USD,USD,USD,26.319,25.421,26319.0,25421.0
XAU (*),XAU (*),XAU (*),1.535.500,832.000,1535500.0,832000.0
