row_label_raw,row_label_full,Bên liên quan,Giao dịch,Giá trị > Năm 2025Triệu đồng,Giá trị > Năm 2024Triệu đồng,numeric__Giao dịch,numeric__Giá trị > Năm 2025Triệu đồng,numeric__Giá trị > Năm 2024Triệu đồng
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Chỉ phí lãi tiền gửi,(10),-,,-10.0,
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Doanh thu lãi tiền gửi tại SMBC,101.195,19.233,,101195.0,19233.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Doanh thu từ hợp đồng phải sinh,735.202,1.446.986,,735202.0,1446986.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Chỉ phí từ hợp đồng phải sinh,(701.901),(1.305.968),,-701901.0,-1305968.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Chỉ phí khác,(271.456),(197.932),,-271456.0,-197932.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Chỉ phí lãi tiền vay với SMBC,(2.002.115),(753.180),,-2002115.0,-753180.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Gửi tiền có kỳ hạn tại SMBC,597.836.170,(375.000),,597836170.0,-375000.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Rút tiền gửi có kỳ hạn tại SMBC,(587.308.770),300.000,,-587308770.0,300000.0
CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,Chỉ phí lãi tiền gửi,(1.605),(788),,-1605.0,-788.0
CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,Nhận tiền gửi có kỳ hạn,63.488,-,,63488.0,
CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,Trả tiền gửi có kỳ hạn,(1.488),-,,-1488.0,
CTCP đầu tư TTTM Vinh (Vicentra),CTCP đầu tư TTTM Vinh (Vicentra),CTCP đầu tư TTTM Vinh (Vicentra),Doanh thu khác,1,-,,1.0,
CTCP đầu tư TTTM Vinh (Vicentra),CTCP đầu tư TTTM Vinh (Vicentra),CTCP đầu tư TTTM Vinh (Vicentra),Thu phí dịch vụ khác,-,1,,,1.0
CTCP đầu tư TTTM Vinh (Vicentra),CTCP đầu tư TTTM Vinh (Vicentra),CTCP đầu tư TTTM Vinh (Vicentra),Chỉ phí lãi tiền gửi,(1),-,,-1.0,
Công ty TNHH MTV EFFEXI,Công ty TNHH MTV EFFEXI,Công ty TNHH MTV EFFEXI,Doanh thu khác,5,-,,5.0,
Công ty TNHH MTV EFFEXI,Công ty TNHH MTV EFFEXI,Công ty TNHH MTV EFFEXI,Thu phí dịch vụ khác,-,9,,,9.0
Công ty TNHH MTV EFFEXI,Công ty TNHH MTV EFFEXI,Công ty TNHH MTV EFFEXI,Chỉ phí lãi tiền gửi,(9),(3),,-9.0,-3.0
Công ty TNHH MTV Rostra,Công ty TNHH MTV Rostra,Công ty TNHH MTV Rostra,Doanh thu khác,3,-,,3.0,
Công ty TNHH MTV Rostra,Công ty TNHH MTV Rostra,Công ty TNHH MTV Rostra,Thu phí dịch vụ khác,-,13,,,13.0
Công ty TNHH MTV Rostra,Công ty TNHH MTV Rostra,Công ty TNHH MTV Rostra,Chỉ phí lãi tiền gửi,(8),(11),,-8.0,-11.0
Công ty cổ phần Diera Corp,Công ty cổ phần Diera Corp,Công ty cổ phần Diera Corp,Chỉ phí lãi tiền gửi,(10),(14),,-10.0,-14.0
Công ty cổ phần Diera Corp,Công ty cổ phần Diera Corp,Công ty cổ phần Diera Corp,Thu phí dịch vụ khác,-,(10),,,-10.0
Công ty TNHH MTV Xưởng Phim Mâu Hồng,Công ty TNHH MTV Xưởng Phim Mâu Hồng,Công ty TNHH MTV Xưởng Phim Mâu Hồng,Thu phí dịch vụ khác,4,4,,4.0,4.0
