row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025,Ngày 31 tháng 12năm 2025_1,Ngày 31 tháng 12năm 2024(Trình bày lại),Ngày 31 tháng 12năm 2024(Trình bày lại)_1,numeric__Ngày 31 tháng 12năm 2025,numeric__Ngày 31 tháng 12năm 2025_1,numeric__Ngày 31 tháng 12năm 2024(Trình bày lại),numeric__Ngày 31 tháng 12năm 2024(Trình bày lại)_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,108.617,"0,01",129.748,"0,02",108617.0,0.01,129748.0,0.02
Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,44.665,"0,00",7.852,"0,00",44665.0,0.0,7852.0,0.0
Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,2.267,"0,00",75.336,"0,01",2267.0,0.0,75336.0,0.01
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,289.995.584,"30,73",181.850.482,"26,06",289995584.0,30.73,181850482.0,26.06
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối trong Điều lệ của công ty,20.728,"0,00",93.813,"0,01",20728.0,0.0,93813.0,0.01
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,236.099.975,"25,01",191.449.870,"27,44",236099975.0,25.01,191449870.0,27.44
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,2.233,"0,00",1.002,"0,00",2233.0,0.0,1002.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,380.631,"0,04",51.021,"0,01",380631.0,0.04,51021.0,0.01
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,998.058,"0,11",3.770.491,"0,54",998058.0,0.11,3770491.0,0.54
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,116.981,"0,01",60.237,"0,01",116981.0,0.01,60237.0,0.01
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",382.001.026,"40,48",310.765.730,"44,54",382001026.0,40.48,310765730.0,44.54
"Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội",37.644,"0,00",3.003,"0,00",37644.0,0.0,3003.0,0.0
Khác,Khác,Khác,2,"0,00",2,"0,00",2.0,0.0,2.0,0.0
Cho vay giao dịch ký quỹ và ứng trước cho khách hàng,Cho vay giao dịch ký quỹ và ứng trước cho khách hàng,Cho vay giao dịch ký quỹ và ứng trước cho khách hàng,34.093.219,"3,61",9.512.536,"1,36",34093219.0,3.61,9512536.0,1.36
,,,943.901.630,100,697.771.123,100,943901630.0,100.0,697771123.0,100.0
