row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025Triệu đồng,Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2025Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ > Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,5.445.000,3.202.820,5445000.0,3202820.0
Chứng khoán nợ do các TCKT khác trong nước phát hành,Chứng khoán nợ > Chứng khoán nợ do các TCKT khác trong nước phát hành,Chứng khoán nợ do các TCKT khác trong nước phát hành,13.346.313,8.337.286,13346313.0,8337286.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,
Chứng khoán vốn do các TCTD khác trong nước phát hành,Chứng khoán vốn > Chứng khoán vốn do các TCTD khác trong nước phát hành,Chứng khoán vốn do các TCTD khác trong nước phát hành,695.515,-,695515.0,
Chứng khoán vốn do các TCKT khác trong nước phát hành,Chứng khoán vốn > Chứng khoán vốn do các TCKT khác trong nước phát hành,Chứng khoán vốn do các TCKT khác trong nước phát hành,4.645.559,1.640.615,4645559.0,1640615.0
,,,24.132.387,13.180.721,24132387.0,13180721.0
Dự phòng rủi ro chứng khoán kinh doanh,Chứng khoán vốn > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(172.266),(69.750),-172266.0,-69750.0
Dự phòng chung,Chứng khoán vốn > Dự phòng chung,Dự phòng chung,(97.013),(57.176),-97013.0,-57176.0
Dự phòng giảm giá,Chứng khoán vốn > Dự phòng giảm giá,Dự phòng giảm giá,(75.253),(12.574),-75253.0,-12574.0
,,,23.960.121,13.110.971,23960121.0,13110971.0
