row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2025Triệu đồng,Năm 2024(Trình bày lại)Triệu đồng,numeric__Thuyết minh,numeric__Năm 2025Triệu đồng,numeric__Năm 2024(Trình bày lại)Triệu đồng
"Tăng các khoản cho vay khách hàng và mua nợ Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tồn thất các khoản (cho vay khách hàng, chứng khoán, đầu tư dài hạn)","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng và mua nợ Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tồn thất các khoản (cho vay khách hàng, chứng khoán, đầu tư dài hạn)","Tăng các khoản cho vay khách hàng và mua nợ Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tồn thất các khoản (cho vay khách hàng, chứng khoán, đầu tư dài hạn)",,(248.972.146),(106.264.749),,-248972146.0,-106264749.0
Tăng khác về tài sản hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(22.046.491),(23.511.227),,-22046491.0,-23511227.0
Tăng khác về tài sản hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(11.256.096),(267.733),,-11256096.0,-267733.0
Những thay đổi về nợ phải trả hoạt độngTăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về nợ phải trả hoạt độngTăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Những thay đổi về nợ phải trả hoạt độngTăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,,9.592,(4.112.598),,9592.0,-4112598.0
"Tăng các khoản tiền gửi, tiền vay từ các tổ chức tài chính, tổ chức tín dụng khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản tiền gửi, tiền vay từ các tổ chức tài chính, tổ chức tín dụng khác","Tăng các khoản tiền gửi, tiền vay từ các tổ chức tài chính, tổ chức tín dụng khác",,93.443.098,45.399.770,,93443098.0,45399770.0
Tăng tiền gửi của khách hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,142.378.068,43.298.167,,142378068.0,43298167.0
Tăng phát hành giấy tờ có giả (ngoại trừ GTCG phát hành được tính vào hoạt động tài chính),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng phát hành giấy tờ có giả (ngoại trừ GTCG phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giả (ngoại trừ GTCG phát hành được tính vào hoạt động tài chính),,40.144.949,19.188.392,,40144949.0,19188392.0
"Tăng/(Giảm) vốn tài trợ, ủy thác, cho vay mà tổ chức tín dụng chịu rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(Giảm) vốn tài trợ, ủy thác, cho vay mà tổ chức tín dụng chịu rủi ro","Tăng/(Giảm) vốn tài trợ, ủy thác, cho vay mà tổ chức tín dụng chịu rủi ro",,5.500,(11.151),,5500.0,-11151.0
Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,815.325,27.665,,815325.0,27665.0
Tăng/(Giảm) khác về công nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(Giảm) khác về công nợ hoạt động,Tăng/(Giảm) khác về công nợ hoạt động,,18.456.108,(2.888.206),,18456108.0,-2888206.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,44.532.621,57.316.185,,44532621.0,57316185.0
