row_label_raw,row_label_full,"Giấy tờ có giả đưa đi thế chấp, cảm cố(Thuyết minh số 8.1 và thuyết minh số 13.1) > Giấy tờ có giá bán và cam kết mua lại(Thuyết minh số 13.1)",Ngày 31 tháng 12năm 2025Triệu đồng > 6.741.000 > 6.000.000,Ngày 31 tháng 12năm 2024Triệu đồng > 5.686.000 > 2.000.000,numeric__Ngày 31 tháng 12năm 2025Triệu đồng > 6.741.000 > 6.000.000,numeric__Ngày 31 tháng 12năm 2024Triệu đồng > 5.686.000 > 2.000.000
"Tài sản khác đưa đi thế chấp, cảm cố","Tài sản khác đưa đi thế chấp, cảm cố","Tài sản khác đưa đi thế chấp, cảm cố",6.968.750,5.958.923,6968750.0,5958923.0
,,,19.709.750,13.644.923,19709750.0,13644923.0
