row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024(Trình bày lại),numeric__Năm 2025,numeric__Năm 2024(Trình bày lại)
,,,Triệu đồng,Triệu đồng,,
Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,3.221.971,1.388.049,3221971.0,1388049.0
Thu nhập lãi cho vay,Thu nhập lãi cho vay,Thu nhập lãi cho vay,90.824.012,72.024.111,90824012.0,72024111.0
"Thu lãi từ kinh doanh, đầu tư chứng khoán","Thu lãi từ kinh doanh, đầu tư chứng khoán","Thu lãi từ kinh doanh, đầu tư chứng khoán",3.395.551,4.033.498,3395551.0,4033498.0
- Lãi thu từ chứng khoán kinh doanh,- Lãi thu từ chứng khoán kinh doanh,- Lãi thu từ chứng khoán kinh doanh,968.582,765.184,968582.0,765184.0
- Lãi thu từ chứng khoán đầu tư,- Lãi thu từ chứng khoán đầu tư,- Lãi thu từ chứng khoán đầu tư,2.426.969,3.268.314,2426969.0,3268314.0
Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,480.810,272.195,480810.0,272195.0
Thu nhập lãi từ nghiệp vụ mua nợ,Thu nhập lãi từ nghiệp vụ mua nợ,Thu nhập lãi từ nghiệp vụ mua nợ,85.102,93.528,85102.0,93528.0
Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,3.251.508,3.222.259,3251508.0,3222259.0
,,,101.258.954,81.033.640,101258954.0,81033640.0
