row_label_raw,row_label_full,Tên công ty,Được thành lập theo,Ngành hoạt động,Vốn điều lệ,% sở hữu,numeric__Được thành lập theo,numeric__Ngành hoạt động,numeric__Vốn điều lệ,numeric__% sở hữu
"Công ty cổ phần Bảo hiểm OPES (""OPES"") (**)","Công ty cổ phần Bảo hiểm OPES (""OPES"") (**)","Công ty cổ phần Bảo hiểm OPES (""OPES"") (**)",Giấy phép Thành lập và Hoạt động số 79/GP/KDBH do Bộ Tài chính cấp ngày 20 tháng 3 năm 2018 và Giấy phép Điều chỉnh gần nhất ngày 14 tháng 2 năm 2025,Kinh doanh bảo hiểm phi nhân thọ,1.900 tỷ đồng Việt Nam,"89,71%",,,,0.8970999999999999
"Ngân hàng Thương mại TNHH MTV Kỹ Nguyên Thịnh Vương (""GPBank"") (***)","Ngân hàng Thương mại TNHH MTV Kỹ Nguyên Thịnh Vương (""GPBank"") (***)","Ngân hàng Thương mại TNHH MTV Kỹ Nguyên Thịnh Vương (""GPBank"") (***)",Giấy phép hoạt động số 0043/NH-GP ngày 13 tháng 11 năm 1993 của Thống đốc Ngân hàng Nhà nước Việt Nam và Giấy phép Điều chỉnh gần nhất ngày 24 tháng 9 năm 2025,Ngân hàng thương mại,0 đồng Việt Nam,100%,,,,1.0
