row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025Triệu đồng,Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2025Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,63.730.573,51.842.071,63730573.0,51842071.0
"Chứng khoán Chính phủ, chính quyền địa phương","Chứng khoán Chính phủ, chính quyền địa phương","Chứng khoán Chính phủ, chính quyền địa phương",37.452.901,33.571.973,37452901.0,33571973.0
Chứng khoán nợ do các tổ chức tín dụng khác trong nước phát hành,Chứng khoán nợ do các tổ chức tín dụng khác trong nước phát hành,Chứng khoán nợ do các tổ chức tín dụng khác trong nước phát hành,23.472.758,10.303.355,23472758.0,10303355.0
- Trong đó: Trái phiếu được Chính phủ bảo lãnh,- Trong đó: Trái phiếu được Chính phủ bảo lãnh,- Trong đó: Trái phiếu được Chính phủ bảo lãnh,1.185.637,1.216.699,1185637.0,1216699.0
Chứng khoán nợ do các tổ chức kinh tế trong nước phát hành,Chứng khoán nợ do các tổ chức kinh tế trong nước phát hành,Chứng khoán nợ do các tổ chức kinh tế trong nước phát hành,2.804.914,7.966.743,2804914.0,7966743.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,732.357,15.357,732357.0,15357.0
Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,732.357,15.357,732357.0,15357.0
,,,64.462.930,51.857.428,64462930.0,51857428.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,(28.864),(67.301),-28864.0,-67301.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(21.037),(59.751),-21037.0,-59751.0
Dự phòng giảm giả,Dự phòng giảm giả,Dự phòng giảm giả,(7.827),(7.550),-7827.0,-7550.0
,,,64.434.066,51.790.127,64434066.0,51790127.0
