row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025,Ngày 31 tháng 12năm 2024,numeric__Ngày 31 tháng 12năm 2025,numeric__Ngày 31 tháng 12năm 2024
Bên liên quan,Bên liên quan,Bên liên quan,Triệu đồng,Triệu đồng,,
SMBC - Cổ đông lớn,Bên liên quan > SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,21.416.814,29.284.052,21416814.0,29284052.0
