row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025Triệu đồng,Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2025Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,85.753.335,66.607.350,85753335.0,66607350.0
- Bằng VND,- Bằng VND,- Bằng VND,83.254.251,64.688.301,83254251.0,64688301.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.499.084,1.919.049,2499084.0,1919049.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,537.300.864,416.946.018,537300864.0,416946018.0
- Bằng VND,- Bằng VND,- Bằng VND,534.083.187,415.416.986,534083187.0,415416986.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.217.677,1.529.032,3217677.0,1529032.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,1.319.162,96.550,1319162.0,96550.0
- Bằng VND,- Bằng VND,- Bằng VND,1.268.588,55.041,1268588.0,55041.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,50.574,41.509,50574.0,41509.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,3.671.255,2.016.630,3671255.0,2016630.0
- Bằng VND,- Bằng VND,- Bằng VND,3.426.331,1.879.695,3426331.0,1879695.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,244.924,136.935,244924.0,136935.0
,,,628.044.616,485.666.548,628044616.0,485666548.0
