row_label_raw,row_label_full,col_0,Năm 2025Triệu đồng,Năm 2024Triệu đồng,numeric__Năm 2025Triệu đồng,numeric__Năm 2024Triệu đồng
Lợi nhuận thuần trước thuế TNDNCộng/trừ:,Lợi nhuận thuần trước thuế TNDNCộng/trừ:,Lợi nhuận thuần trước thuế TNDNCộng/trừ:,30.624.949,20.012.700,30624949.0,20012700.0
- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,(35.161),(12.854),-35161.0,-12854.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,191.034,52.191,191034.0,52191.0
- Điều chỉnh liên quan đến hợp nhất,- Điều chỉnh liên quan đến hợp nhất,- Điều chỉnh liên quan đến hợp nhất,22.932,(273.708),22932.0,-273708.0
- Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,(55.996),(4.727),-55996.0,-4727.0
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,30.747.758,19.773.602,30747758.0,19773602.0
Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,6.149.552,3.954.720,6149552.0,3954720.0
Điều chỉnh số thuế phải nộp các kỳ trước,Điều chỉnh số thuế phải nộp các kỳ trước,Điều chỉnh số thuế phải nộp các kỳ trước,21.076,8.059,21076.0,8059.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,6.170.628,3.962.779,6170628.0,3962779.0
Các điều chỉnh khác,Các điều chỉnh khác,Các điều chỉnh khác,45.695,-,45695.0,
Số thuế TNDN phải nộp,Số thuế TNDN phải nộp,Số thuế TNDN phải nộp,6.216.323,3.962.779,6216323.0,3962779.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,2.320.313,1.861.402,2320313.0,1861402.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(4.127.774),(3.503.868),-4127774.0,-3503868.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,4.408.862,2.320.313,4408862.0,2320313.0
