row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thểTriệu đồng,Dự phòng giảm giáTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thểTriệu đồng,numeric__Dự phòng giảm giáTriệu đồng,numeric__Tổng cộngTriệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,177.043,27.932,5.241,210.216,177043.0,27932.0,5241.0,210216.0
Trích lập/(hoàn nhập) dự phòng rủi ro trong năm (Thuyết minh số 32),Trích lập/(hoàn nhập) dự phòng rủi ro trong năm (Thuyết minh số 32),Trích lập/(hoàn nhập) dự phòng rủi ro trong năm (Thuyết minh số 32),(117.292),(27.932),2.309,(142.915),-117292.0,-27932.0,2309.0,-142915.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,59.751,-,7.550,67.301,59751.0,,7550.0,67301.0
