row_label_raw,row_label_full,Bên liên quan,Giao dịch,Số dư phải thu/(phải trả),Số dư phải thu/(phải trả)_1,numeric__Giao dịch,numeric__Số dư phải thu/(phải trả),numeric__Số dư phải thu/(phải trả)_1
Bên liên quan,Bên liên quan,Bên liên quan,Giao dịch,Ngày 31 tháng 12năm 2025Triệu đồng,Ngày 31 tháng 12năm 2024Triệu đồng,,,
SMBC - Cổ đông lớn,Bên liên quan > SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Vay từ SMBC,(49.858.907),(7.405.187),,-49858907.0,-7405187.0
SMBC - Cổ đông lớn,Bên liên quan > SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Phải trả lãi tiền vay,(493.335),(93.761),,-493335.0,-93761.0
SMBC - Cổ đông lớn,Bên liên quan > SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Phải thu từ hợp đồng phải sinh,106.347,216.238,,106347.0,216238.0
SMBC - Cổ đông lớn,Bên liên quan > SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Phải trả từ hợp đồng phải sinh,(95.133),(234.296),,-95133.0,-234296.0
SMBC - Cổ đông lớn,Bên liên quan > SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Chỉ phí trả trước chờ phân bổ,778.144,169.843,,778144.0,169843.0
SMBC - Cổ đông lớn,Bên liên quan > SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Tiền gửi của SMBC,(235.951),(408),,-235951.0,-408.0
SMBC - Cổ đông lớn,Bên liên quan > SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Tiền gửi tại SMBC,11.450.660,173.687,,11450660.0,173687.0
SMBC - Cổ đông lớn,Bên liên quan > SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Lãi phải thu từ tiền gửi,2.788,63,,2788.0,63.0
CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,Bên liên quan > CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,Tiền gửi có kỳ hạn,(78.000),(16.000),,-78000.0,-16000.0
CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,Bên liên quan > CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,Tiền gửi không kỳ hạn,(701),(1.225),,-701.0,-1225.0
CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,Bên liên quan > CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,CTCP Cảng Sài Gòn - CT do VPBank đầu tư góp vốn dài hạn trên 5% vốn điều lệ,Phải trả lãi tiền gửi,(391),(276),,-391.0,-276.0
CTCP đầu tư TTTM Vinh (Vicentra),Bên liên quan > CTCP đầu tư TTTM Vinh (Vicentra),CTCP đầu tư TTTM Vinh (Vicentra),Tiền gửi không kỳ hạn,(42),(741),,-42.0,-741.0
