row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thểTriệu đồng,Dự phòng giảm giảTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thểTriệu đồng,numeric__Dự phòng giảm giảTriệu đồng,numeric__Tổng cộngTriệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,57.176,-,12.574,69.750,57176.0,,12574.0,69750.0
Trích lập dự phòng rủi ro trong năm(Thuyết minh số 31),Trích lập dự phòng rủi ro trong năm(Thuyết minh số 31),Trích lập dự phòng rủi ro trong năm(Thuyết minh số 31),39.837,-,62.679,102.516,39837.0,,62679.0,102516.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,97.013,-,75.253,172.266,97013.0,,75253.0,172266.0
