row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025Triệu đồng,Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2025Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,1.467.547,301.509,1467547.0,301509.0
Phải trả nhân viên,Phải trả nhân viên,Phải trả nhân viên,1.467.547,301.509,1467547.0,301509.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,31.987.053,11.386.004,31987053.0,11386004.0
Các khoản khách hàng trả trước,Các khoản khách hàng trả trước,Các khoản khách hàng trả trước,1.275.354,1.577.524,1275354.0,1577524.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,1.316.346,590.492,1316346.0,590492.0
Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,2.538.021,1.457.317,2538021.0,1457317.0
Các khoản treo chờ chuyển tiền,Các khoản treo chờ chuyển tiền,Các khoản treo chờ chuyển tiền,531.714,458.403,531714.0,458403.0
Thuế và các khoản phải trả ngân sách,Thuế và các khoản phải trả ngân sách,Thuế và các khoản phải trả ngân sách,,,,
Nhà nước (Thuyết minh số 24),Thuế và các khoản phải trả ngân sách > Nhà nước (Thuyết minh số 24),Nhà nước (Thuyết minh số 24),4.712.152,2.576.458,4712152.0,2576458.0
Phải trả về hoạt động thanh toán,Thuế và các khoản phải trả ngân sách > Phải trả về hoạt động thanh toán,Phải trả về hoạt động thanh toán,3.359.249,1.685.244,3359249.0,1685244.0
Phải trả nhà cung cấp,Thuế và các khoản phải trả ngân sách > Phải trả nhà cung cấp,Phải trả nhà cung cấp,19.000,34.364,19000.0,34364.0
Phải trả các khoản vay khách hàng của Công ty,Phải trả các khoản vay khách hàng của Công ty,Phải trả các khoản vay khách hàng của Công ty,,,,
Cổ phần Chứng khoán VPBankS,Phải trả các khoản vay khách hàng của Công ty > Cổ phần Chứng khoán VPBankS,Cổ phần Chứng khoán VPBankS,14.582.889,1.650,14582889.0,1650.0
Tiền giữ hồ và đợi thanh toán,Phải trả các khoản vay khách hàng của Công ty > Tiền giữ hồ và đợi thanh toán,Tiền giữ hồ và đợi thanh toán,872.175,1.391.935,872175.0,1391935.0
Các khoản phải trả khác,Phải trả các khoản vay khách hàng của Công ty > Các khoản phải trả khác,Các khoản phải trả khác,2.780.153,1.612.617,2780153.0,1612617.0
,,,33.454.600,11.687.513,33454600.0,11687513.0
