row_label_raw,row_label_full,col_0,Quả hạnTriệu đồng,Không chịu lãiTriệu đồng,Đến 1 thángTriệu đồng,Từ 1 - 3 thángTriệu đồng,Từ 3 - 6 thángTriệu đồng,Từ 6 - 12 thángTriệu đồng,Từ 1 - 5 nămTriệu đồng,Trên 5 nămTriệu đồng,Tổng cộngTriệu đồng,numeric__Quả hạnTriệu đồng,numeric__Không chịu lãiTriệu đồng,numeric__Đến 1 thángTriệu đồng,numeric__Từ 1 - 3 thángTriệu đồng,numeric__Từ 3 - 6 thángTriệu đồng,numeric__Từ 6 - 12 thángTriệu đồng,numeric__Từ 1 - 5 nămTriệu đồng,numeric__Trên 5 nămTriệu đồng,numeric__Tổng cộngTriệu đồng
Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tải sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,2.774.182,-,-,-,-,-,-,2.774.182,,2774182.0,,,,,,,2774182.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tải sản > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,-,12.963.936,606.540,-,-,-,-,-,13.570.476,,12963936.0,606540.0,,,,,,13570476.0
Tiền gửi và cấp tín dụng cho các TCTD khác - gộp,Tải sản > Tiền gửi và cấp tín dụng cho các TCTD khác - gộp,Tiền gửi và cấp tín dụng cho các TCTD khác - gộp,-,-,184.462.989,138.040,1.560.987,66.922,-,-,186.228.938,,,184462989.0,138040.0,1560987.0,66922.0,,,186228938.0
Chủng khoán kinh doanh - gộp,Tải sản > Chủng khoán kinh doanh - gộp,Chủng khoán kinh doanh - gộp,-,5.341.074,18.391.412,399.901,-,-,-,-,24.132.387,,5341074.0,18391412.0,399901.0,,,,,24132387.0
Cho vay khách hàng và mua nợ - gộp,Tải sản > Cho vay khách hàng và mua nợ - gộp,Cho vay khách hàng và mua nợ - gộp,25.903.349,-,373.789.731,252.706.748,136.794.484,97.261.283,58.180.362,627.308,945.263.265,25903349.0,,373789731.0,252706748.0,136794484.0,97261283.0,58180362.0,627308.0,945263265.0
Chủng khoán đầu tư - gộp,Tải sản > Chủng khoán đầu tư - gộp,Chủng khoán đầu tư - gộp,-,15.357,10.106.220,6.199.595,595.000,9.449.733,23.390.434,14.706.591,64.462.930,,15357.0,10106220.0,6199595.0,595000.0,9449733.0,23390434.0,14706591.0,64462930.0
"Gộp vốn, đầu tư dài hạn - gộp","Tải sản > Gộp vốn, đầu tư dài hạn - gộp","Gộp vốn, đầu tư dài hạn - gộp",-,191.960,-,-,-,-,-,-,191.960,,191960.0,,,,,,,191960.0
Tải sản cố định,Tải sản > Tải sản cố định,Tải sản cố định,-,2.028.824,-,-,-,-,-,-,2.028.824,,2028824.0,,,,,,,2028824.0
Tải sản Có khác - gộp,Tải sản > Tải sản Có khác - gộp,Tải sản Có khác - gộp,500.690,37.395.761,653.925,722.565,22.687,28.864,2.856,-,39.327.348,500690.0,37395761.0,653925.0,722565.0,22687.0,28864.0,2856.0,,39327348.0
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,26.404.039,60.711.094,588.010.817,260.166.849,138.973.158,106.806.802,81.573.652,15.333.899,1.277.980.310,26404039.0,60711094.0,588010817.0,260166849.0,138973158.0,106806802.0,81573652.0,15333899.0,1277980310.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủ và NHNN Việt Nam,Nợ phải trả > Các khoản nợ Chính phủ và NHNN Việt Nam,Các khoản nợ Chính phủ và NHNN Việt Nam,-,-,15.305,-,-,-,-,-,15.305,,,15305.0,,,,,,15305.0
"Tiền gửi và vay các TCTC, TCTD khác","Nợ phải trả > Tiền gửi và vay các TCTC, TCTD khác","Tiền gửi và vay các TCTC, TCTD khác",-,-,197.254.278,41.679.211,43.129.339,13.136.691,-,-,295.199.519,,,197254278.0,41679211.0,43129339.0,13136691.0,,,295199519.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,183.004.599,148.548.861,178.333.316,109.480.813,8.676.652,375,628.044.616,,,183004599.0,148548861.0,178333316.0,109480813.0,8676652.0,375.0,628044616.0
Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,4.822.399,7.402.190,(2.284.052),(1.162.261),(7.934.894),-,843.382,,,4822399.0,7402190.0,-2284052.0,-1162261.0,-7934894.0,,843382.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,10.872,5.522,-,-,-,-,16.394,,,10872.0,5522.0,,,,,16394.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,1.764.159,12.987.265,3.383.529,21.270.800,67.714.900,-,107.120.653,,,1764159.0,12987265.0,3383529.0,21270800.0,67714900.0,,107120653.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,33.960.496,14.601.239,18.560,48.064,5.739,-,-,48.634.098,,33960496.0,14601239.0,18560.0,48064.0,5739.0,,,48634098.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,33.960.496,401.472.851,210.641.609,222.610.196,142.731.782,68.456.658,375,1.079.873.967,,33960496.0,401472851.0,210641609.0,222610196.0,142731782.0,68456658.0,375.0,1079873967.0
