row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025Triệu đồng,Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2025Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,11.447.240,848.721,11447240.0,848721.0
Cam kết giao dịch hồi đoài,Cam kết giao dịch hồi đoài,Cam kết giao dịch hồi đoài,545.548.779,300.000.752,545548779.0,300000752.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,6.965.590,2.972.620,6965590.0,2972620.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,9.281.743,1.955.905,9281743.0,1955905.0
- Cam kết nhận - giao dịch hoán đối ngoại tệ,- Cam kết nhận - giao dịch hoán đối ngoại tệ,- Cam kết nhận - giao dịch hoán đối ngoại tệ,264.549.403,147.811.792,264549403.0,147811792.0
- Cam kết trả - giao dịch hoán đối ngoại tệ,- Cam kết trả - giao dịch hoán đối ngoại tệ,- Cam kết trả - giao dịch hoán đối ngoại tệ,264.752.043,147.260.435,264752043.0,147260435.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,19.751.533,16.461.049,19751533.0,16461049.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,20.139.278,16.518.381,20139278.0,16518381.0
- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,(387.745),(57.332),-387745.0,-57332.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,50.911.375,26.008.227,50911375.0,26008227.0
- Cam kết bảo lãnh thanh toàn,- Cam kết bảo lãnh thanh toàn,- Cam kết bảo lãnh thanh toàn,10.240.060,6.945.197,10240060.0,6945197.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,15.709.314,9.331.348,15709314.0,9331348.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,1.060.042,470.492,1060042.0,470492.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,25.861.416,9.932.865,25861416.0,9932865.0
- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,(1.959.457),(671.675),-1959457.0,-671675.0
Cam kết khác,Cam kết khác,Cam kết khác,422.833.846,347.434.640,422833846.0,347434640.0
- Cam kết hoàn đối lãi suất tiền tệ chéo - nhận,- Cam kết hoàn đối lãi suất tiền tệ chéo - nhận,- Cam kết hoàn đối lãi suất tiền tệ chéo - nhận,46.229.090,35.324.065,46229090.0,35324065.0
- Cam kết hoàn đối lãi suất tiền tệ chéo - trả,- Cam kết hoàn đối lãi suất tiền tệ chéo - trả,- Cam kết hoàn đối lãi suất tiền tệ chéo - trả,46.716.751,36.760.922,46716751.0,36760922.0
- Cam kết hoàn đối lãi suất một đồng tiến,- Cam kết hoàn đối lãi suất một đồng tiến,- Cam kết hoàn đối lãi suất một đồng tiến,24.343.737,39.136.588,24343737.0,39136588.0
- Cam kết mua bán giấy tờ có giả,- Cam kết mua bán giấy tờ có giả,- Cam kết mua bán giấy tờ có giả,9.097.005,6.558.266,9097005.0,6558266.0
- Cam kết khác,- Cam kết khác,- Cam kết khác,296.447.263,229.654.799,296447263.0,229654799.0
Trong đó: hạn mức tín dụng chưa sử dụng có thể hủy ngang,Trong đó: hạn mức tín dụng chưa sử dụng có thể hủy ngang,Trong đó: hạn mức tín dụng chưa sử dụng có thể hủy ngang,294.728.542,229.511.446,294728542.0,229511446.0
,,,1.050.492.773,690.753.389,1050492773.0,690753389.0
