row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2025Triệu đồng,Năm 2024Triệu đồng,numeric__Thuyết minh,numeric__Năm 2025Triệu đồng,numeric__Năm 2024Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(131.095),(59.296),,-131095.0,-59296.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,9.349,1.715,,9349.0,1715.0
"Tiền chi từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi từ thanh lý, nhượng bán tài sản cố định","Tiền chi từ thanh lý, nhượng bán tài sản cố định",,(2.201),(259),,-2201.0,-259.0
"Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,35.161,12.801,,35161.0,12801.0
Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(88.786),(45.039),,-88786.0,-45039.0
LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tăng vốn cổ phần tử góp vốn và/ hoặc phát hành cổ phiếu,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tăng vốn cổ phần tử góp vốn và/ hoặc phát hành cổ phiếu,Tăng vốn cổ phần tử góp vốn và/ hoặc phát hành cổ phiếu,,12.618.772,-,,12618772.0,
"Cổ tức trả cổ đông, lợi nhuận đã chia","LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cổ đông, lợi nhuận đã chia","Cổ tức trả cổ đông, lợi nhuận đã chia",,(3.968.172),(7.935.832),,-3968172.0,-7935832.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,,8.650.600,(7.935.832),,8650600.0,-7935832.0
Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,53.094.435,49.335.314,,53094435.0,49335314.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,143.002.784,93.667.470,,143002784.0,93667470.0
Tiền và các khoản tương đương tiền cuối năm,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,37,196.097.219,143.002.784,37.0,196097219.0,143002784.0
