row_label_raw,row_label_full,col_0,Năm 2025Triệu đồng,Năm 2024Triệu đồng,numeric__Năm 2025Triệu đồng,numeric__Năm 2024Triệu đồng
"Chi phí thuế, lệ phí và phí","Chi phí thuế, lệ phí và phí","Chi phí thuế, lệ phí và phí",16.204,8.028,16204.0,8028.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,11.202.903,8.395.563,11202903.0,8395563.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phu cấp,Trong đó: > Chi lương và phu cấp,Chi lương và phu cấp,10.297.767,7.616.117,10297767.0,7616117.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,454.803,407.931,454803.0,407931.0
Chi trợ cấp,Trong đó: > Chi trợ cấp,Chi trợ cấp,178.666,159.547,178666.0,159547.0
Chi khác,Trong đó: > Chi khác,Chi khác,271.667,211.968,271667.0,211968.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,2.190.530,1.957.629,2190530.0,1957629.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Khẩu hao tài sản cố định,Trong đó: > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,549.588,511.641,549588.0,511641.0
Chi thuê tài sản,Trong đó: > Chi thuê tài sản,Chi thuê tài sản,1.009.205,924.119,1009205.0,924119.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,1.778.538,1.325.488,1778538.0,1325488.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi công tác phí,Trong đó: > Chi công tác phí,Chi công tác phí,38.184,35.153,38184.0,35153.0
Chi về các hoạt động đoàn thể của TCTD,Trong đó: > Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,4.130,486,4130.0,486.0
(Hoàn nhập)/trích lập dự phòng rủi ro khác,Trong đó: > (Hoàn nhập)/trích lập dự phòng rủi ro khác,(Hoàn nhập)/trích lập dự phòng rủi ro khác,(35.830),37.297,-35830.0,37297.0
- (Hoàn nhập)/trích lập dự phòng nợ phải thu khó đòi trong năm (Thuyết minh số 16.4),Trong đó: > - (Hoàn nhập)/trích lập dự phòng nợ phải thu khó đòi trong năm (Thuyết minh số 16.4),- (Hoàn nhập)/trích lập dự phòng nợ phải thu khó đòi trong năm (Thuyết minh số 16.4),(35.830),37.297,-35830.0,37297.0
Chi phí bảo hiểm tiền gửi của khách hàng,Trong đó: > Chi phí bảo hiểm tiền gửi của khách hàng,Chi phí bảo hiểm tiền gửi của khách hàng,500.858,431.141,500858.0,431141.0
Chi phí công nghệ thông tin,Trong đó: > Chi phí công nghệ thông tin,Chi phí công nghệ thông tin,1.275.072,928.944,1275072.0,928944.0
Chi về thuế GTGT đầu vào không được khấu trừ,Trong đó: > Chi về thuế GTGT đầu vào không được khấu trừ,Chi về thuế GTGT đầu vào không được khấu trừ,150.526,134.629,150526.0,134629.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,1.551.518,1.121.013,1551518.0,1121013.0
,,,18.630.319,14.339.732,18630319.0,14339732.0
