row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,31/12/2015VND > 535.426.470.525 > 308.163.044.621 > 1.133.457.133.455 > 514.584.681.069,31/12/2014VND > 373.374.335.562 > 332.870.960.738 > 1.022.662.367.300 > 967.176.869.214,numeric__31/12/2015VND > 535.426.470.525 > 308.163.044.621 > 1.133.457.133.455 > 514.584.681.069,numeric__31/12/2014VND > 373.374.335.562 > 332.870.960.738 > 1.022.662.367.300 > 967.176.869.214
,,,2.491.631.329.670,2.696.084.532.814,2491631329670.0,2696084532814.0
Trừ: Số phải trả trong vòng 12 tháng,Trừ: Số phải trả trong vòng 12 tháng,Trừ: Số phải trả trong vòng 12 tháng,(535.426.470.525),(373.374.335.562),-535426470525.0,-373374335562.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,1.956.204.859.145,2.322.710.197.252,1956204859145.0,2322710197252.0
