row_label_raw,row_label_full,31/12/2014,Dịch vụ vận tảiVND,Cung cấp kho nổiVND,Dịch vụ thương mạiVND,Dịch vụ khácVND,TổngVND,numeric__Dịch vụ vận tảiVND,numeric__Cung cấp kho nổiVND,numeric__Dịch vụ thương mạiVND,numeric__Dịch vụ khácVND,numeric__TổngVND
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,2.919.000.535.831,164.683.004,139.834.000.651,207.408.101.392,3.266.407.320.878,2919000535831.0,164683004.0,139834000651.0,207408101392.0,3266407320878.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,,3.598.686.564.738,,,,,3598686564738.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,6.865.093.885.616,,,,,6865093885616.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,1.639.345.191.914,7.823.114.671,46.820.234.270,86.819.214.721,1.780.807.755.576,1639345191914.0,7823114671.0,46820234270.0,86819214721.0,1780807755576.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,,2.135.937.559.239,,,,,2135937559239.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,,3.916.745.314.815,,,,,3916745314815.0
