row_label_raw,row_label_full,phần Vận tảiDầu khí Hà Nội,"319-Bộ Quốc Phòng, số 63 Đường Lê Văn Lương, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",%,col_3,"khí, cung ứng dịch vụ hàng hải, sửa chữa tàu biển và phương tiện nổi, thuê và cho thuê tàu biển, phương tiện vận tải khác, kinh doanh xuất khẩu các mặt hàng công, nông, ngư nghiệp, đồ dùng gia đình và cá nhân, dịch vụ tuyển dụng và cung ứng lao động trong nước, dịch vụ tư vấn, quản lý bất động sản, lữ hành nội địa và dịch vụ phục vụ khách du lịch, sản xuất phần mềm tin học, cung cấp dịch vụ giải pháp tin học và mua bán thiết bị tin học.","numeric__319-Bộ Quốc Phòng, số 63 Đường Lê Văn Lương, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",numeric__%,numeric__col_3,"numeric__khí, cung ứng dịch vụ hàng hải, sửa chữa tàu biển và phương tiện nổi, thuê và cho thuê tàu biển, phương tiện vận tải khác, kinh doanh xuất khẩu các mặt hàng công, nông, ngư nghiệp, đồ dùng gia đình và cá nhân, dịch vụ tuyển dụng và cung ứng lao động trong nước, dịch vụ tư vấn, quản lý bất động sản, lữ hành nội địa và dịch vụ phục vụ khách du lịch, sản xuất phần mềm tin học, cung cấp dịch vụ giải pháp tin học và mua bán thiết bị tin học."
Công ty Cổ phần Vận tải Xăng dầu Phương Nam,Công ty Cổ phần Vận tải Xăng dầu Phương Nam,Công ty Cổ phần Vận tải Xăng dầu Phương Nam,"Tầng lừng, Tòa nhà PVFCCo, số 43 Mạc Đĩnh Chi, Phường Đa kao, Quận 1, Thành phố Hồ Chí Minh","69,63%","69,63%","Kinh doanh vận tải xăng dầu bằng đường biển, đại lý kinh doanh xăng dầu, đại lý hàng hải, dịch vụ môi giới, cung ứng, sửa chữa tàu biển và cho thuê phương tiện vận tải.",,0.6962999999999999,0.6962999999999999,
Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,"Tầng 3, Tòa nhà PVFCCo, số 43 Mạc Đĩnh Chi, Phường Đa kao, Quận 1, Thành phố Hồ Chí Minh","64,92%","64,92%","Kinh doanh vận tải dầu thô, cho thuê phương tiện vận tải, dịch vụ môi giới tàu biển, đại lý hàng hải, cung ứng tàu biển, sửa chữa tàu biển.",,0.6492,0.6492,
Công ty Cổ phần Sản phẩm khí Quốc tế,Công ty Cổ phần Sản phẩm khí Quốc tế,Công ty Cổ phần Sản phẩm khí Quốc tế,"Tầng 9, Tòa nhà Green Power, số 35 Tôn Đức Thắng, Quận 1, Thành phố Hồ Chí Minh","67,74%","67,74%","Kinh doanh mua bán phương tiện vận tải, cho thuê tàu, kinh doanh vận tải hàng bằng ô tô, đường thủy nội địa, kinh doanh vận tải biển, dịch vụ: đại lý tàu biển, môi giới hàng hải, cung ứng tàu biển, kiểm đếm hàng hóa, vệ sinh tàu biển, sửa chữa tàu biển tại cảng, giao nhận hàng hóa xuất nhập khẩu, đào tạo nghề.",,0.6774,0.6774,
Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công ty Cổ phần Vận tải Dầu khí Đông Dương,"Phòng 1902, tầng 19, Tòa nhà số 27, phố Huỳnh Thúc Kháng, Quận Đống Đa, Hà Nội","38,67%",73%,"Kinh doanh vận tải bằng ô tô dưới các hình thức vận chuyển hành khách theo hợp đồng, vận chuyển hành khách theo tuyến cố định, vận tải hàng hóa, xăng dầu, gas; kinh doanh xăng dầu, khí hóa lòng; kinh doanh gas: chế tạo, sửa chữa bình gas, chuyển đổi phương tiện vận tải sang sử dụng nhiên liệu khí hóa lòng; sửa xe, bảo dưỡng xe, lắp đặt phụ tùng, phương tiện vận tải.",,0.38670000000000004,0.73,
Công ty Cổ phần Dịch vụ Vận tải Dầu khí Cửu Long,Công ty Cổ phần Dịch vụ Vận tải Dầu khí Cửu Long,Công ty Cổ phần Dịch vụ Vận tải Dầu khí Cửu Long,"Tầng 3, tòa nhà PJCO Tower, 186 Điện Biên Phủ, phường 6, quận 3, thành phố Hồ Chí Minh","22,63%",60%,"Kinh doanh vận tải hành khách bằng taxi theo hợp đồng, theo tuyển cố định, kinh doanh vận tải hàng hóa bằng ô tô, bằng đường thủy nội địa; mua bán phương tiện, máy móc thiết bị, phụ tùng ngành giao thông vận tải, sản phẩm gas LPG, CNG, LNG; đại lý kinh doanh xăng dầu; dịch vụ hoán cải phương tiện vận tải; kinh doanh bất động sản, cho thuê văn phòng; kinh doanh nhà hàng, khách sạn; kinh doanh lữ hành nội địa, quốc tế; kinh doanh bãi đồ xe, trạm dùm; đầu tư, sản xuất, kinh doanh nhà máy thủy điện; kinh doanh vận tải khách bằng xe buýt; kinh doanh vận tải biển và mua bán phân bón.",,0.2263,0.6,
Công ty Cổ phần Vận tải Dầu Phương Đông Việt,Công ty Cổ phần Vận tải Dầu Phương Đông Việt,Công ty Cổ phần Vận tải Dầu Phương Đông Việt,"P806, lâu 08 Citilight Tower, số 45 Võ Thị Sáu, Phường Đakao,","67,99%","62,3%","Kinh doanh vận tải biển, kinh doanh vận tải hàng hóa bằng ô tô, kinh doanh vận tải hàng hóa đường thủy nội địa, dịch vụ môi giới hàng hải, dịch vụ cung ứng tàu biển, đại lý hàng hải,",,0.6799,0.623,
