row_label_raw,row_label_full,31/12/2015,Dịch vụ vận tải VND,Cung cấp kho nồi VND,Dịch vụ thương mại VND,Dịch vụ khác VND,Tổng VND,numeric__Dịch vụ vận tải VND,numeric__Cung cấp kho nồi VND,numeric__Dịch vụ thương mại VND,numeric__Dịch vụ khác VND,numeric__Tổng VND
Tải sản bộ phận,Tải sản bộ phận,Tải sản bộ phận,3.077.683.727.326,192.074.779.051,849.991.277,16.037.135.960,3.286.645.633.614,3077683727326.0,192074779051.0,849991277.0,16037135960.0,3286645633614.0
Tải sản không phân bổ,Tải sản không phân bổ,Tải sản không phân bổ,,,,,3.786.486.080.838,,,,,3786486080838.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,7.073.131.714.452,,,,,7073131714452.0
Nợ phải trả bộ phân,Nợ phải trả bộ phân,Nợ phải trả bộ phân,2.297.437.965.247,97.336.169.086,36.085.126.450,-,2.430.859.260.783,2297437965247.0,97336169086.0,36085126450.0,,2430859260783.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,,1.401.316.539.266,,,,,1401316539266.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,,3.832.175.800.049,,,,,3832175800049.0
