row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,
- Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành > - Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,- Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,77.508.651.147,52.930.399.056,77508651147.0,52930399056.0
- Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành > - Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành,- Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành,-,6.846.880.287,,6846880287.0
năm nay,Chi phí thuế thu nhập doanh nghiệp hiện hành > năm nay,năm nay,77.508.651.147,59.777.279.343,77508651147.0,59777279343.0
Chi phí thuế thu nhập doanh nghiệp hiện hành trong năm được tính như sau:,Chi phí thuế thu nhập doanh nghiệp hiện hành trong năm được tính như sau:,Chi phí thuế thu nhập doanh nghiệp hiện hành trong năm được tính như sau:,Chi phí thuế thu nhập doanh nghiệp hiện hành trong năm được tính như sau:,Chi phí thuế thu nhập doanh nghiệp hiện hành trong năm được tính như sau:,,
,,,2015VND,2014VND,,
Lợi nhuận trước thuế,Chi phí thuế thu nhập doanh nghiệp hiện hành trong năm được tính như sau: > Lợi nhuận trước thuế,Lợi nhuận trước thuế,395.553.626.787,314.109.251.234,395553626787.0,314109251234.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,,,,
Trừ: Thu nhập không chịu thuế,Điều chỉnh cho thu nhập chịu thuế > Trừ: Thu nhập không chịu thuế,Trừ: Thu nhập không chịu thuế,(54.328.356.063),(74.200.634.219),-54328356063.0,-74200634219.0
Cộng: Các khoản chi phí không được khấu trừ,Điều chỉnh cho thu nhập chịu thuế > Cộng: Các khoản chi phí không được khấu trừ,Cộng: Các khoản chi phí không được khấu trừ,11.086.779.943,684.105.969,11086779943.0,684105969.0
Thu nhập chịu thuế năm hiện hành,Điều chỉnh cho thu nhập chịu thuế > Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,352.312.050.667,240.592.722.984,352312050667.0,240592722984.0
Thuế suất,Điều chỉnh cho thu nhập chịu thuế > Thuế suất,Thuế suất,22%,22%,0.22,0.22
Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Điều chỉnh cho thu nhập chịu thuế > Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,77.508.651.147,52.930.399.056,77508651147.0,52930399056.0
,,,2015VND,2014VND,,
(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại,(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại,(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại,(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại,(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại,,
- Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập tài sản thuế thu nhập hoãn lại,(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại > - Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập tài sản thuế thu nhập hoãn lại,- Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập tài sản thuế thu nhập hoãn lại,-,2.257.064.155,,2257064155.0
- Thu nhập thuế Thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại > - Thu nhập thuế Thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,- Thu nhập thuế Thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,(377.858.736),-,-377858736.0,
,,,(377.858.736),2.257.064.155,-377858736.0,2257064155.0
