row_label_raw,row_label_full,col_0,Tại ngày 31/12/2015,Tại ngày 31/12/2015_1,Tại ngày 31/12/2014,Tại ngày 31/12/2014_1,numeric__Tại ngày 31/12/2015,numeric__Tại ngày 31/12/2015_1,numeric__Tại ngày 31/12/2014,numeric__Tại ngày 31/12/2014_1
,,,Số cổ phần,VND,Số cổ phần,VND,,,,
Được phép phát hành,Được phép phát hành,Được phép phát hành,255.857.542,2.558.575.420.000,255.857.542,2.558.575.420.000,255857542.0,2558575420000.0,255857542.0,2558575420000.0
Đã phát hành và góp vốn đủ,Đã phát hành và góp vốn đủ,Đã phát hành và góp vốn đủ,255.857.542,2.558.575.420.000,255.857.542,2.558.575.420.000,255857542.0,2558575420000.0,255857542.0,2558575420000.0
Cổ phần,Cổ phần,Cổ phần,,,31/12/2015,31/12/2014,,,,
Số lượng cổ phần đã bán ra công chúng+ Cổ phần phổ thông,Cổ phần > Số lượng cổ phần đã bán ra công chúng+ Cổ phần phổ thông,Số lượng cổ phần đã bán ra công chúng+ Cổ phần phổ thông,,,255.857.542,255.857.542,,,255857542.0,255857542.0
Số lượng cổ phần đang lưu hành+ Cổ phần phổ thông,Cổ phần > Số lượng cổ phần đang lưu hành+ Cổ phần phổ thông,Số lượng cổ phần đang lưu hành+ Cổ phần phổ thông,,,255.857.542,255.857.542,,,255857542.0,255857542.0
