row_label_raw,row_label_full,col_0,31/12/2015VND,31/12/2014VND,numeric__31/12/2015VND,numeric__31/12/2014VND
a. Phải thu khách hàng là bên thứ ba,a. Phải thu khách hàng là bên thứ ba,a. Phải thu khách hàng là bên thứ ba,a. Phải thu khách hàng là bên thứ ba,a. Phải thu khách hàng là bên thứ ba,,
Các khoản phải thu khách hàng khác,a. Phải thu khách hàng là bên thứ ba > Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,101.565.982.572,22.154.004.093,101565982572.0,22154004093.0
b. Phải thu khách hàng là các bên liên quan,b. Phải thu khách hàng là các bên liên quan,b. Phải thu khách hàng là các bên liên quan,b. Phải thu khách hàng là các bên liên quan,b. Phải thu khách hàng là các bên liên quan,,
Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,b. Phải thu khách hàng là các bên liên quan > Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,45.508.915.032,5.643.508.362,45508915032.0,5643508362.0
Công ty Cổ phần Vận tải Xăng dầu Phương Nam,b. Phải thu khách hàng là các bên liên quan > Công ty Cổ phần Vận tải Xăng dầu Phương Nam,Công ty Cổ phần Vận tải Xăng dầu Phương Nam,37.713.080.306,15.128.207.752,37713080306.0,15128207752.0
Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,b. Phải thu khách hàng là các bên liên quan > Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,2.964.351.939,1.651.865.015,2964351939.0,1651865015.0
Công ty TNHH MTV Lộc Hóa Dầu Bình Sơn,b. Phải thu khách hàng là các bên liên quan > Công ty TNHH MTV Lộc Hóa Dầu Bình Sơn,Công ty TNHH MTV Lộc Hóa Dầu Bình Sơn,197.882.494.052,195.626.423.026,197882494052.0,195626423026.0
Công ty TNHH MTV Điều hành Thăm dò Khai thác Dầu khí trong nước,b. Phải thu khách hàng là các bên liên quan > Công ty TNHH MTV Điều hành Thăm dò Khai thác Dầu khí trong nước,Công ty TNHH MTV Điều hành Thăm dò Khai thác Dầu khí trong nước,41.097.424.325,-,41097424325.0,
Tổng Công ty Dầu Việt Nam,b. Phải thu khách hàng là các bên liên quan > Tổng Công ty Dầu Việt Nam,Tổng Công ty Dầu Việt Nam,21.180.607.248,42.243.752.635,21180607248.0,42243752635.0
Công ty Cổ phần Sản xuất Ông thép Dầu khí Việt Nam,b. Phải thu khách hàng là các bên liên quan > Công ty Cổ phần Sản xuất Ông thép Dầu khí Việt Nam,Công ty Cổ phần Sản xuất Ông thép Dầu khí Việt Nam,-,3.265.326.723,,3265326723.0
Công ty TNHH PVTrans Emas,b. Phải thu khách hàng là các bên liên quan > Công ty TNHH PVTrans Emas,Công ty TNHH PVTrans Emas,-,98.398.089.441,,98398089441.0
Các khoản phải thu các bên liên quan khác,b. Phải thu khách hàng là các bên liên quan > Các khoản phải thu các bên liên quan khác,Các khoản phải thu các bên liên quan khác,212.048.114,38.892.999,212048114.0,38892999.0
,,,448.124.903.588,384.150.070.046,448124903588.0,384150070046.0
