row_label_raw,row_label_full,col_0,31/12/2020,31/12/2020_1,1/1/2020,1/1/2020_1,numeric__31/12/2020,numeric__31/12/2020_1,numeric__1/1/2020,numeric__1/1/2020_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang,Hàng mua đang,Hàng mua đang,,,,,,,,
đi trên đường,Hàng mua đang > đi trên đường,đi trên đường,139.641.084.955,-,206.339.542.512,-,139641084955.0,,206339542512.0,
Nguyên vật liệu,Hàng mua đang > Nguyên vật liệu,Nguyên vật liệu,401.351.146.325,(27.018.634.459),517.894.000.688,(56.730.202.872),401351146325.0,-27018634459.0,517894000688.0,-56730202872.0
Công cụ và dụng cụ,Hàng mua đang > Công cụ và dụng cụ,Công cụ và dụng cụ,147.061.665.076,(43.918.674.860),285.028.888.383,(123.647.246.994),147061665076.0,-43918674860.0,285028888383.0,-123647246994.0
Chi phí sản xuất,Chi phí sản xuất,Chi phí sản xuất,,,,,,,,
kinh doanh dở dang,Chi phí sản xuất > kinh doanh dở dang,kinh doanh dở dang,214.176.027.541,-,232.611.199.538,(1.939.778.598),214176027541.0,,232611199538.0,-1939778598.0
Thành phẩm,Chi phí sản xuất > Thành phẩm,Thành phẩm,617.075.790.253,(6.522.583.446),927.663.136.778,(20.085.805.337),617075790253.0,-6522583446.0,927663136778.0,-20085805337.0
Hàng hóa,Chi phí sản xuất > Hàng hóa,Hàng hóa,5.733.206.528,(746.032.980),3.985.809,-,5733206528.0,-746032980.0,3985809.0,
,,,1.525.038.920.678,(78.205.925.745),2.169.540.753.708,(202.403.033.801),1525038920678.0,-78205925745.0,2169540753708.0,-202403033801.0
