row_label_raw,row_label_full,col_0,1/1/2020Giá trị ghi sổ/Số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,31/12/2020Giá trị ghi sổ/Số có khả năng trả nợ VND,numeric__1/1/2020Giá trị ghi sổ/Số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__31/12/2020Giá trị ghi sổ/Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,504.913.273.296,3.061.076.110.807,(3.126.774.744.244),439.214.639.859,504913273296.0,3061076110807.0,-3126774744244.0,439214639859.0
Vay dài hạn đến hạn trả (Thuyết minh 23(b)),Vay dài hạn đến hạn trả (Thuyết minh 23(b)),Vay dài hạn đến hạn trả (Thuyết minh 23(b)),55.597.790.000,54.577.320.000,(100.597.790.000),9.577.320.000,55597790000.0,54577320000.0,-100597790000.0,9577320000.0
,,,560.511.063.296,3.115.653.430.807,(3.227.372.534.244),448.791.959.859,560511063296.0,3115653430807.0,-3227372534244.0,448791959859.0
