row_label_raw,row_label_full,col_0,Mã số,2017 VND,2016 VND,numeric__Mã số,numeric__2017 VND,numeric__2016 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế Điều chỉnh cho các khoản,Lợi nhuận trước thuế Điều chỉnh cho các khoản,01,323.300.411.462,293.174.502.310,1.0,323300411462.0,293174502310.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,116.093.584.086,85.692.308.597,2.0,116093584086.0,85692308597.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,(2.358.695.894),617.183.707,3.0,-2358695894.0,617183707.0
Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,(37.122.521.035),(81.167.622.391),5.0,-37122521035.0,-81167622391.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,112.086.173.062,116.187.055.784,6.0,112086173062.0,116187055784.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đối vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đối vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đối vốn lưu động,08,511.998.951.681,414.503.428.007,8.0,511998951681.0,414503428007.0
Biến động các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,(14.516.449.651),(84.452.567.754),9.0,-14516449651.0,-84452567754.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,(587.352.201.730),(1.227.891.402.992),10.0,-587352201730.0,-1227891402992.0
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,2.194.288.758.491,1.146.257.673.594,11.0,2194288758491.0,1146257673594.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,1.884.474.548,(10.503.486.340),12.0,1884474548.0,-10503486340.0
,,,,2.106.303.533.339,237.913.644.515,,2106303533339.0,237913644515.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(125.332.781.369),(82.131.500.235),14.0,-125332781369.0,-82131500235.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(115.819.934.096),(16.902.581.854),15.0,-115819934096.0,-16902581854.0
Tiền chi khác cho hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(3.948.926.178),(4.873.316.240),17.0,-3948926178.0,-4873316240.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,1.861.201.891.696,134.006.246.186,20.0,1861201891696.0,134006246186.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,21,(603.644.789.657),(712.756.753.136),21.0,-603644789657.0,-712756753136.0
Tiền thu từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,9.384.298.293,377.272.727,22.0,9384298293.0,377272727.0
"Tiền chi cho vay, mua các công cụ nợ của các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay, mua các công cụ nợ của các đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của các đơn vị khác",23,(510.398.898.952),(220.933.163.711),23.0,-510398898952.0,-220933163711.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác",24,350.960.015.766,64.572.975.391,24.0,350960015766.0,64572975391.0
Tiền chi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào các đơn vị khác,Tiền chi đầu tư góp vốn vào các đơn vị khác,25,(319.099.440.793),(10.000.000),25.0,-319099440793.0,-10000000.0
Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,26,40.725.720.000,-,26.0,40725720000.0,
"Tiền thu lãi cho vay, lãi tiền gửi và cổ tức Mua thêm cổ phần của công ty con từ cổ đông không kiểm soát","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi cho vay, lãi tiền gửi và cổ tức Mua thêm cổ phần của công ty con từ cổ đông không kiểm soát","Tiền thu lãi cho vay, lãi tiền gửi và cổ tức Mua thêm cổ phần của công ty con từ cổ đông không kiểm soát",,23.051.097.420,29.258.647.408,,23051097420.0,29258647408.0
Khoản tiền chi thuần cho việc mua thêm các công ty con trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Khoản tiền chi thuần cho việc mua thêm các công ty con trong năm,Khoản tiền chi thuần cho việc mua thêm các công ty con trong năm,,-,(44.760.660.000),,,-44760660000.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.009.021.997.923),(1.198.186.019.910),30.0,-1009021997923.0,-1198186019910.0
