row_label_raw,row_label_full,col_0,Tại Việt Nam,Tại Việt Nam_1,Tại Lào,Tại Lào_1,Hợp nhất,Hợp nhất_1,numeric__Tại Việt Nam,numeric__Tại Việt Nam_1,numeric__Tại Lào,numeric__Tại Lào_1,numeric__Hợp nhất,numeric__Hợp nhất_1
,,,2017VND,2016VND,2017VND,2016VND,2017VND,2016VND,,,,,,
Doanh thu bán ra bên ngoài,Doanh thu bán ra bên ngoài,Doanh thu bán ra bên ngoài,2.296.976.482.820,1.988.493.828.582,-,-,2.296.976.482.820,1.988.493.828.582,2296976482820.0,1988493828582.0,,,2296976482820.0,1988493828582.0
Tài sản của bộ phận,Tài sản của bộ phận,Tài sản của bộ phận,8.176.854.997.273,6.496.940.906.827,238.647.999.682,203.375.251.584,8.415.502.996.955,6.700.316.158.411,8176854997273.0,6496940906827.0,238647999682.0,203375251584.0,8415502996955.0,6700316158411.0
Chi tiêu vốn,Chi tiêu vốn,Chi tiêu vốn,596.430.998.056,712.756.753.136,307.003.991,-,596.738.002.047,712.756.753.136,596430998056.0,712756753136.0,307003991.0,,596738002047.0,712756753136.0
