row_label_raw,row_label_full,col_0,Nhà cửa VND,Máy móc và thiết bị VND,Phương tiện vận chuyển VND,Dụng cụ văn phòng VND,Tài sản khác VND,Tổng cộng VND,numeric__Nhà cửa VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận chuyển VND,numeric__Dụng cụ văn phòng VND,numeric__Tài sản khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,920.738.086.482,697.940.132.049,125.225.194.133,15.582.983.708,12.192.789.406,1.771.679.185.778,920738086482.0,697940132049.0,125225194133.0,15582983708.0,12192789406.0,1771679185778.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,795.237.520,41.154.567.771,12.666.844.455,1.656.102.903,1.158.877.273,57.431.629.922,795237520.0,41154567771.0,12666844455.0,1656102903.0,1158877273.0,57431629922.0
Chuyển từ xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,22.609.813.260,-,-,31.456.000,-,22.641.269.260,22609813260.0,,,31456000.0,,22641269260.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,(1.400.000.000),(8.015.128.351),(1.974.394.372),-,(926.576.879),(12.316.099.602),-1400000000.0,-8015128351.0,-1974394372.0,,-926576879.0,-12316099602.0
Xóa số,Nguyên giá > Xóa số,Xóa số,(4.153.924.087),-,-,-,-,(4.153.924.087),-4153924087.0,,,,,-4153924087.0
Phân loại lại,Nguyên giá > Phân loại lại,Phân loại lại,(1.042.678.701),(817.333.309),(309.120.195),(474.487.021),2.643.619.226,-,-1042678701.0,-817333309.0,-309120195.0,-474487021.0,2643619226.0,
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,937.546.534.474,730.262.238.160,135.608.524.021,16.796.055.590,15.068.709.026,1.835.282.061.271,937546534474.0,730262238160.0,135608524021.0,16796055590.0,15068709026.0,1835282061271.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,228.693.569.497,307.218.930.935,45.942.292.199,10.023.963.166,11.670.495.639,603.549.251.436,228693569497.0,307218930935.0,45942292199.0,10023963166.0,11670495639.0,603549251436.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,35.395.452.534,38.316.322.345,5.928.728.232,1.931.323.730,1.262.478.170,82.834.305.011,35395452534.0,38316322345.0,5928728232.0,1931323730.0,1262478170.0,82834305011.0
Thanh lý,Giá trị hao mòn lũy kế > Thanh lý,Thanh lý,(248.888.896),(1.581.377.931),(1.604.029.123),-,(926.576.879),(4.360.872.829),-248888896.0,-1581377931.0,-1604029123.0,,-926576879.0,-4360872829.0
Xóa số,Giá trị hao mòn lũy kế > Xóa số,Xóa số,(199.613.834),-,-,-,-,(199.613.834),-199613834.0,,,,,-199613834.0
Phân loại lại,Giá trị hao mòn lũy kế > Phân loại lại,Phân loại lại,(30.651.783),(257.783.139),(494.458.072),(112.253.548),895.146.542,-,-30651783.0,-257783139.0,-494458072.0,-112253548.0,895146542.0,
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,263.609.867.518,343.696.092.210,49.772.533.236,11.843.033.348,12.901.543.472,681.823.069.784,263609867518.0,343696092210.0,49772533236.0,11843033348.0,12901543472.0,681823069784.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,692.044.516.985,390.721.201.114,79.282.901.934,5.559.020.542,522.293.767,1.168.129.934.342,692044516985.0,390721201114.0,79282901934.0,5559020542.0,522293767.0,1168129934342.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,673.936.666.956,386.566.145.950,85.835.990.785,4.953.022.242,2.167.165.554,1.153.458.991.487,673936666956.0,386566145950.0,85835990785.0,4953022242.0,2167165554.0,1153458991487.0
