row_label_raw,row_label_full,col_0,Loại tiền tệ,Năm đáo hạn,31/12/2021 VND,1/1/2021 VND,numeric__Loại tiền tệ,numeric__Năm đáo hạn,numeric__31/12/2021 VND,numeric__1/1/2021 VND
Phải thu về cho vay đối với Tổng Công ty Phát điện 1 – Công ty mẹ,Phải thu về cho vay đối với Tổng Công ty Phát điện 1 – Công ty mẹ,Phải thu về cho vay đối với Tổng Công ty Phát điện 1 – Công ty mẹ,Phải thu về cho vay đối với Tổng Công ty Phát điện 1 – Công ty mẹ,Phải thu về cho vay đối với Tổng Công ty Phát điện 1 – Công ty mẹ,Phải thu về cho vay đối với Tổng Công ty Phát điện 1 – Công ty mẹ,Phải thu về cho vay đối với Tổng Công ty Phát điện 1 – Công ty mẹ,,,,
▪ Khoản cho vay 1,Phải thu về cho vay đối với Tổng Công ty Phát điện 1 – Công ty mẹ > ▪ Khoản cho vay 1,▪ Khoản cho vay 1,VND,2024,200.000.000.000,200.000.000.000,,2024.0,200000000000.0,200000000000.0
▪ Khoản cho vay 2,Phải thu về cho vay đối với Tổng Công ty Phát điện 1 – Công ty mẹ > ▪ Khoản cho vay 2,▪ Khoản cho vay 2,VND,2025,150.000.000.000,150.000.000.000,,2025.0,150000000000.0,150000000000.0
▪ Khoản cho vay 3,Phải thu về cho vay đối với Tổng Công ty Phát điện 1 – Công ty mẹ > ▪ Khoản cho vay 3,▪ Khoản cho vay 3,VND,2025,449.932.824.894,449.932.824.894,,2025.0,449932824894.0,449932824894.0
,,,,,799.932.824.894,799.932.824.894,,,799932824894.0,799932824894.0
