row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc VND,Máy móc và thiết bị VND,Phương tiện vận tải VND,Thiết bị văn phòng VND,Tài sản cố định khác VND,Tổng VND,numeric__Nhà cửa và vật kiến trúc VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận tải VND,numeric__Thiết bị văn phòng VND,numeric__Tài sản cố định khác VND,numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,8.461.245.456.821,5.687.379.059.191,79.843.108.716,52.273.279.811,253.880.507,14.280.994.785.046,8461245456821.0,5687379059191.0,79843108716.0,52273279811.0,253880507.0,14280994785046.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,2.330.320.000,3.200.289.000,669.757.000,-,6.200.366.000,,2330320000.0,3200289000.0,669757000.0,,6200366000.0
Chuyển từ xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,561.164.573.655,(34.840.531.736),37.500.000,324.608.984,-,526.686.150.903,561164573655.0,-34840531736.0,37500000.0,324608984.0,,526686150903.0
Điều chỉnh khác,Nguyên giá > Điều chỉnh khác,Điều chỉnh khác,1.906.988,353.571.601,4.864.457,1.004.765,-,361.347.811,1906988.0,353571601.0,4864457.0,1004765.0,,361347811.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,9.022.411.937.464,5.655.222.419.056,83.085.762.173,53.268.650.560,253.880.507,14.814.242.649.760,9022411937464.0,5655222419056.0,83085762173.0,53268650560.0,253880507.0,14814242649760.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,4.894.777.515.604,4.269.581.363.252,52.995.711.006,46.218.528.972,253.880.507,9.263.826.999.341,4894777515604.0,4269581363252.0,52995711006.0,46218528972.0,253880507.0,9263826999341.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,171.295.244.477,149.523.947.910,4.412.052.289,2.952.063.678,-,328.183.308.354,171295244477.0,149523947910.0,4412052289.0,2952063678.0,,328183308354.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,5.066.072.760.081,4.419.105.311.162,57.407.763.295,49.170.592.650,253.880.507,9.592.010.307.695,5066072760081.0,4419105311162.0,57407763295.0,49170592650.0,253880507.0,9592010307695.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,3.566.467.941.217,1.417.797.695.939,26.847.397.710,6.054.750.839,-,5.017.167.785.705,3566467941217.0,1417797695939.0,26847397710.0,6054750839.0,,5017167785705.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,3.956.339.177.383,1.236.117.107.894,25.677.998.878,4.098.057.910,-,5.222.232.342.065,3956339177383.0,1236117107894.0,25677998878.0,4098057910.0,,5222232342065.0
